Field.Number,Date,Year,Cell,ObsDepth,Fullness_veg,Fullness_alg,PHOTO,SampleKept,RakeNotes,SciName,ComName,Leaf Description (if ID unkn),DOM,Present_Site,Present_Rake,Present_Lab,Kept,Weight_g,Volume_mL,LabNotes
2024-LCS-NWA-190824-003A,19-Aug-24,2024,East,0.43,1,0,TRUE,TRUE,,Najas minor,Brittle naiad/Brittle water nymph,,1,1,1,1,1,14.5,16,
2024-LCS-NWA-190824-003A,19-Aug-24,2024,East,0.43,1,0,TRUE,TRUE,,Nitella sp.,Stonewort sp.,,0,1,1,1,1,16.3,14,
2024-LCS-NWA-190824-003A,19-Aug-24,2024,East,0.43,1,0,TRUE,TRUE,,Nymphaea sp.,White water lily,,0,1,0,0,0,,,
2024-LCS-NWA-190824-003A,19-Aug-24,2024,East,0.43,1,0,TRUE,TRUE,,Potamogeton crispus,Curly-leaved pondweed,,0,1,0,0,0,,,
2024-LCS-NWA-190824-003A,19-Aug-24,2024,East,0.43,1,0,TRUE,TRUE,,Sparganium sp.,Burreed sp.,,0,1,0,0,0,,,
2024-LCS-NWA-190824-003A,19-Aug-24,2024,East,0.43,1,0,TRUE,TRUE,,Spirodela polyrhiza,Greater duckweed,,0,1,0,0,0,,,
2024-LCS-NWA-190824-003A,19-Aug-24,2024,East,0.43,1,0,TRUE,TRUE,,Typha sp.,Cattail sp.,,0,1,0,0,0,,,
2024-LCS-NWA-190824-003A,19-Aug-24,2024,East,0.43,1,0,TRUE,TRUE,,Utricularia vulgaris,Common bladderwort,,0,1,0,1,1,0,0,
2024-LCS-NWA-190824-004A,19-Aug-24,2024,East,1.01,1,0,TRUE,TRUE,mucky sample,Ceratophyllum demersum,Coontail,,1,1,1,1,1,17.2,19,
2024-LCS-NWA-190824-004A,19-Aug-24,2024,East,1.01,1,0,TRUE,TRUE,mucky sample,Elodea canadensis,Common waterweed,,0,1,0,1,1,3.3,4,
2024-LCS-NWA-190824-004A,19-Aug-24,2024,East,1.01,1,0,TRUE,TRUE,mucky sample,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,0,,,
2024-LCS-NWA-190824-004A,19-Aug-24,2024,East,1.01,1,0,TRUE,TRUE,mucky sample,Lemna minor,Lesser duckweed,,0,1,0,0,0,,,
2024-LCS-NWA-190824-004A,19-Aug-24,2024,East,1.01,1,0,TRUE,TRUE,mucky sample,Nymphaea sp.,White water lily,,0,1,0,0,0,,,
2024-LCS-NWA-190824-004A,19-Aug-24,2024,East,1.01,1,0,TRUE,TRUE,mucky sample,Spirodela polyrhiza,Greater duckweed,,0,1,0,0,0,,,
2024-LCS-NWA-190824-004A,19-Aug-24,2024,East,1.01,1,0,TRUE,TRUE,mucky sample,Unknown Submerged,Unknown Submerged,,0,1,0,1,1,0.3,0,one leaf
2024-LCS-NWA-190824-004A,19-Aug-24,2024,East,1.01,1,0,TRUE,TRUE,mucky sample,Utricularia vulgaris,Common bladderwort,,0,1,1,1,1,21,22,
2024-LCS-NWA-190824-005A,19-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,mucky sample,Ceratophyllum demersum,Coontail,,0,1,1,1,1,33.1,35,
2024-LCS-NWA-190824-005A,19-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,mucky sample,Elodea canadensis,Common waterweed,,0,1,0,1,1,0.9,1,
2024-LCS-NWA-190824-005A,19-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,mucky sample,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,0,,,
2024-LCS-NWA-190824-005A,19-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,mucky sample,Lemna sp.,Duckweed sp.,round leaves,0,1,0,1,1,0,0,
2024-LCS-NWA-190824-005A,19-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,mucky sample,Lemna trisulca,Star duckweed,,0,1,0,1,1,0.5,0,
2024-LCS-NWA-190824-005A,19-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,mucky sample,Nitellopsis obtusa,Starry stonewort,,1,1,1,1,1,172.4,180,quite mixed with detritus
2024-LCS-NWA-190824-005A,19-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,mucky sample,Nymphaea sp.,White water lily,,0,1,0,1,1,2.4,3,
2024-LCS-NWA-200824-001A,20-Aug-24,2024,East,0.89,2,0,TRUE,TRUE,very mucky sample,Ceratophyllum demersum,Coontail,,1,1,1,1,1,26.7,28,
2024-LCS-NWA-200824-001A,20-Aug-24,2024,East,0.89,2,0,TRUE,TRUE,very mucky sample,Elodea canadensis,Common waterweed,,0,1,1,1,1,77.9,80,
2024-LCS-NWA-200824-001A,20-Aug-24,2024,East,0.89,2,0,TRUE,TRUE,very mucky sample,Hydrocharis morsus-ranae,European frog-bit,,0,1,1,1,1,59.7,80,
2024-LCS-NWA-200824-001A,20-Aug-24,2024,East,0.89,2,0,TRUE,TRUE,very mucky sample,Lemna trisulca,Star duckweed,,0,1,1,1,1,1.1,1,
2024-LCS-NWA-200824-001A,20-Aug-24,2024,East,0.89,2,0,TRUE,TRUE,very mucky sample,Myriophyllum sibiricum,Northern water milfoil,,0,1,1,1,1,36.7,49,
2024-LCS-NWA-200824-001A,20-Aug-24,2024,East,0.89,2,0,TRUE,TRUE,very mucky sample,Nitella sp.,Stonewort sp.,,0,1,0,1,1,5.2,5,
2024-LCS-NWA-200824-001A,20-Aug-24,2024,East,0.89,2,0,TRUE,TRUE,very mucky sample,Nymphaea sp.,White water lily,,0,1,0,1,1,8.2,9,
2024-LCS-NWA-200824-001A,20-Aug-24,2024,East,0.89,2,0,TRUE,TRUE,very mucky sample,Potamogeton pusillus,Slender pondweed,,0,1,0,1,1,2,2,
2024-LCS-NWA-200824-001A,20-Aug-24,2024,East,0.89,2,0,TRUE,TRUE,very mucky sample,Potamogeton zosteriformis,Flat-stemmed pondweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-200824-001A,20-Aug-24,2024,East,0.89,2,0,TRUE,TRUE,very mucky sample,Ranunculus sp.,Crowfoot sp.,,0,1,0,1,1,1.1,2,
2024-LCS-NWA-200824-001A,20-Aug-24,2024,East,0.89,2,0,TRUE,TRUE,very mucky sample,Spirodela polyrhiza,Greater duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-200824-001A,20-Aug-24,2024,East,0.89,2,0,TRUE,TRUE,very mucky sample,Stuckenia pectinatus,Sago pondweed,,0,1,0,0,0,,,
2024-LCS-NWA-200824-001A,20-Aug-24,2024,East,0.89,2,0,TRUE,TRUE,very mucky sample,Utricularia gibba,Humped bladderwort,,0,1,0,1,1,7.2,8,"more present than measured, but impossible to separate from muck"
2024-LCS-NWA-200824-001A,20-Aug-24,2024,East,0.89,2,0,TRUE,TRUE,very mucky sample,Utricularia sp.,Bladderwort sp.,,0,1,0,0,0,,,
2024-LCS-NWA-200824-001A,20-Aug-24,2024,East,0.89,2,0,TRUE,TRUE,very mucky sample,Wolffia sp.,Watermeal sp.,,0,1,0,0,0,,,
2024-LCS-NWA-200824-002A,20-Aug-24,2024,East,1.12,2,0,TRUE,TRUE,,Ceratophyllum demersum,Coontail,,1,1,1,1,1,196,200,
2024-LCS-NWA-200824-002A,20-Aug-24,2024,East,1.12,2,0,TRUE,TRUE,,Elodea canadensis,Common waterweed,,0,1,1,1,1,10,10,
2024-LCS-NWA-200824-002A,20-Aug-24,2024,East,1.12,2,0,TRUE,TRUE,,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,1,1,0.7,1,
2024-LCS-NWA-200824-002A,20-Aug-24,2024,East,1.12,2,0,TRUE,TRUE,,Lemna minor,Lesser duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-200824-002A,20-Aug-24,2024,East,1.12,2,0,TRUE,TRUE,,Lemna trisulca,Star duckweed,,0,1,0,1,1,0.3,0,measurement includes all duckweed sp.
2024-LCS-NWA-200824-002A,20-Aug-24,2024,East,1.12,2,0,TRUE,TRUE,,Myriophyllum sibiricum,Northern water milfoil,,0,1,1,1,1,95,115,
2024-LCS-NWA-200824-002A,20-Aug-24,2024,East,1.12,2,0,TRUE,TRUE,,Myriophyllum sp.,Milfoil sp.,~12-13 leaflet pairs per leaf,0,1,1,1,1,11.5,13,
2024-LCS-NWA-200824-002A,20-Aug-24,2024,East,1.12,2,0,TRUE,TRUE,,Nitella sp.,Stonewort sp.,,0,1,0,0,0,,,
2024-LCS-NWA-200824-002A,20-Aug-24,2024,East,1.12,2,0,TRUE,TRUE,,Nymphaea sp.,White water lily,,0,1,1,1,1,115.2,130,"Leaves: 60mL, Stems: 70mL"
2024-LCS-NWA-200824-002A,20-Aug-24,2024,East,1.12,2,0,TRUE,TRUE,,Potamogeton pusillus,Slender pondweed,,0,1,0,1,1,0.8,0,
2024-LCS-NWA-200824-002A,20-Aug-24,2024,East,1.12,2,0,TRUE,TRUE,,Potamogeton zosteriformis,Flat-stemmed pondweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-200824-002A,20-Aug-24,2024,East,1.12,2,0,TRUE,TRUE,,Spirodela polyrhiza,Greater duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-200824-002A,20-Aug-24,2024,East,1.12,2,0,TRUE,TRUE,,Utricularia sp.,Bladderwort sp.,,0,1,0,0,0,,,
2024-LCS-NWA-200824-002A,20-Aug-24,2024,East,1.12,2,0,TRUE,TRUE,,Wolffia sp.,Watermeal sp.,,0,1,0,0,0,,,
2024-LCS-NWA-200824-003A,20-Aug-24,2024,East,1.01,3,0,TRUE,TRUE,,Ceratophyllum demersum,Coontail,,0,1,1,1,1,96.7,100,
2024-LCS-NWA-200824-003A,20-Aug-24,2024,East,1.01,3,0,TRUE,TRUE,,Elodea canadensis,Common waterweed,,1,1,1,1,1,164.5,165,
2024-LCS-NWA-200824-003A,20-Aug-24,2024,East,1.01,3,0,TRUE,TRUE,,Hydrocharis morsus-ranae,European frog-bit,,0,1,1,1,1,11.3,13,
2024-LCS-NWA-200824-003A,20-Aug-24,2024,East,1.01,3,0,TRUE,TRUE,,Lemna minor,Lesser duckweed,,0,1,0,0,0,,,
2024-LCS-NWA-200824-003A,20-Aug-24,2024,East,1.01,3,0,TRUE,TRUE,,Lemna trisulca,Star duckweed,,0,1,0,1,1,11.4,12,not all measured - very hard to separate from detritus
2024-LCS-NWA-200824-003A,20-Aug-24,2024,East,1.01,3,0,TRUE,TRUE,,Myriophyllum sibiricum,Northern water milfoil,,0,1,1,1,1,118.6,140,
2024-LCS-NWA-200824-003A,20-Aug-24,2024,East,1.01,3,0,TRUE,TRUE,,Nymphaea sp.,White water lily,,0,1,1,1,1,301,360,
2024-LCS-NWA-200824-003A,20-Aug-24,2024,East,1.01,3,0,TRUE,TRUE,,Potamogeton pusillus,Slender pondweed,,0,1,0,1,1,13.6,13,
2024-LCS-NWA-200824-003A,20-Aug-24,2024,East,1.01,3,0,TRUE,TRUE,,Potamogeton robbinsii,Fern pondweed,,0,1,0,0,0,,,
2024-LCS-NWA-200824-003A,20-Aug-24,2024,East,1.01,3,0,TRUE,TRUE,,Ranunculus sp.,Crowfoot sp.,,0,1,0,1,1,0.1,0,
2024-LCS-NWA-200824-003A,20-Aug-24,2024,East,1.01,3,0,TRUE,TRUE,,Riccia fluitans,Floating slender liverwort/Floating crystalwort,,0,1,0,1,1,0,0,
2024-LCS-NWA-200824-003A,20-Aug-24,2024,East,1.01,3,0,TRUE,TRUE,,Spirodela polyrhiza,Greater duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-200824-003A,20-Aug-24,2024,East,1.01,3,0,TRUE,TRUE,,Utricularia gibba,Humped bladderwort,,0,1,0,1,1,0.9,1,
2024-LCS-NWA-200824-003A,20-Aug-24,2024,East,1.01,3,0,TRUE,TRUE,,Utricularia vulgaris,Common bladderwort,,0,1,1,1,1,30.2,32,
2024-LCS-NWA-200824-004A,20-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,,Ceratophyllum demersum,Coontail,,0,1,1,1,1,263.7,275,
2024-LCS-NWA-200824-004A,20-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,,Elodea canadensis,Common waterweed,,0,1,1,1,1,77.8,75,
2024-LCS-NWA-200824-004A,20-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,,Hydrocharis morsus-ranae,European frog-bit,,1,1,1,1,1,309.1,425,
2024-LCS-NWA-200824-004A,20-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,,Lemna minor,Lesser duckweed,,0,1,0,0,0,,,
2024-LCS-NWA-200824-004A,20-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,,Lemna trisulca,Star duckweed,,0,1,1,1,1,4.8,5,
2024-LCS-NWA-200824-004A,20-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,,Myriophyllum sibiricum,Northern water milfoil,,0,1,0,1,1,7.6,9,
2024-LCS-NWA-200824-004A,20-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,,Myriophyllum spicatum,Eurasian water milfoil,,0,1,0,0,0,,,
2024-LCS-NWA-200824-004A,20-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,,Nitella sp.,Stonewort sp.,,0,1,0,1,1,0.1,0,
2024-LCS-NWA-200824-004A,20-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,,Nymphaea sp.,White water lily,,0,1,0,1,1,12.9,20,
2024-LCS-NWA-200824-004A,20-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,,Potamogeton pusillus,Slender pondweed,,0,1,0,0,0,,,
2024-LCS-NWA-200824-004A,20-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,,Potamogeton robbinsii,Fern pondweed,,0,1,0,0,0,,,
2024-LCS-NWA-200824-004A,20-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,,Potamogeton zosteriformis,Flat-stemmed pondweed,,0,1,0,1,1,5,5,
2024-LCS-NWA-200824-004A,20-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,,Ranunculus sp.,Crowfoot sp.,,0,1,0,1,1,4.4,4,
2024-LCS-NWA-200824-004A,20-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,,Riccia fluitans,Floating slender liverwort/Floating crystalwort,,0,1,0,1,1,0,0,
2024-LCS-NWA-200824-004A,20-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,,Spirodela polyrhiza,Greater duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-200824-004A,20-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,,Stuckenia pectinatus,Sago pondweed,,0,1,0,1,1,5.3,6,
2024-LCS-NWA-200824-004A,20-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,,Utricularia gibba,Humped bladderwort,,0,1,0,1,1,0.1,0,
2024-LCS-NWA-200824-004A,20-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,,Utricularia sp.,Bladderwort sp.,many leaves have no bladders,0,1,1,1,1,6.7,6,
2024-LCS-NWA-200824-004A,20-Aug-24,2024,East,0.92,3,0,TRUE,TRUE,,Wolffia sp.,Watermeal sp.,,0,1,1,0,0,,,
2024-LCS-NWA-200824-005A,20-Aug-24,2024,East,0.74,3,0,TRUE,TRUE,,Ceratophyllum demersum,Coontail,,0,1,1,1,1,310.8,320,
2024-LCS-NWA-200824-005A,20-Aug-24,2024,East,0.74,3,0,TRUE,TRUE,,Elodea canadensis,Common waterweed,,0,1,1,0,0,,,
2024-LCS-NWA-200824-005A,20-Aug-24,2024,East,0.74,3,0,TRUE,TRUE,,Hydrocharis morsus-ranae,European frog-bit,,0,1,1,1,1,1.1,1,
2024-LCS-NWA-200824-005A,20-Aug-24,2024,East,0.74,3,0,TRUE,TRUE,,Lemna minor,Lesser duckweed,,0,1,0,0,0,,,
2024-LCS-NWA-200824-005A,20-Aug-24,2024,East,0.74,3,0,TRUE,TRUE,,Lemna sp.,Duckweed sp.,"round leaves, maybe L. minor",0,1,0,1,1,0,0,
2024-LCS-NWA-200824-005A,20-Aug-24,2024,East,0.74,3,0,TRUE,TRUE,,Lemna trisulca,Star duckweed,,0,1,0,1,1,3.8,4,
2024-LCS-NWA-200824-005A,20-Aug-24,2024,East,0.74,3,0,TRUE,TRUE,,Myriophyllum sibiricum,Northern water milfoil,,0,1,0,1,1,0.1,0,
2024-LCS-NWA-200824-005A,20-Aug-24,2024,East,0.74,3,0,TRUE,TRUE,,Nymphaea sp.,White water lily,,1,1,1,1,1,55.3,70,
2024-LCS-NWA-200824-005A,20-Aug-24,2024,East,0.74,3,0,TRUE,TRUE,,Potamogeton robbinsii,Fern pondweed,,0,1,0,0,0,,,
2024-LCS-NWA-200824-005A,20-Aug-24,2024,East,0.74,3,0,TRUE,TRUE,,Potamogeton zosteriformis,Flat-stemmed pondweed,,0,1,1,1,1,10.2,10,
2024-LCS-NWA-200824-005A,20-Aug-24,2024,East,0.74,3,0,TRUE,TRUE,,Ranunculus sp.,Crowfoot sp.,,0,1,0,1,1,0.2,0,
2024-LCS-NWA-200824-005A,20-Aug-24,2024,East,0.74,3,0,TRUE,TRUE,,Spirodela polyrhiza,Greater duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-200824-005A,20-Aug-24,2024,East,0.74,3,0,TRUE,TRUE,,Utricularia gibba,Humped bladderwort,,1,1,0,1,1,0,0,
2024-LCS-NWA-200824-005A,20-Aug-24,2024,East,0.74,3,0,TRUE,TRUE,,Utricularia sp.,Bladderwort sp.,"small, bladders amoung leafles",0,1,0,1,1,0,0,
2024-LCS-NWA-200824-005A,20-Aug-24,2024,East,0.74,3,0,TRUE,TRUE,,Utricularia vulgaris,Common bladderwort,,0,1,1,1,1,14.2,14,
2024-LCS-NWA-200824-005A,20-Aug-24,2024,East,0.74,3,0,TRUE,TRUE,,Wolffia sp.,Watermeal sp.,,0,1,0,0,0,,,
2024-LCS-NWA-210824-001A,21-Aug-24,2024,West,0.9,0,0,FALSE,FALSE,no veg on rake,Elodea canadensis,Common waterweed,,0,1,0,0,0,,,
2024-LCS-NWA-210824-001A,21-Aug-24,2024,West,0.9,0,0,FALSE,FALSE,no veg on rake,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,0,,,
2024-LCS-NWA-210824-001A,21-Aug-24,2024,West,0.9,0,0,FALSE,FALSE,no veg on rake,Lemna minor,Lesser duckweed,,0,1,0,0,0,,,
2024-LCS-NWA-210824-001A,21-Aug-24,2024,West,0.9,0,0,FALSE,FALSE,no veg on rake,Myriophyllum spicatum,Eurasian water milfoil,,0,1,0,0,0,,,
2024-LCS-NWA-210824-001A,21-Aug-24,2024,West,0.9,0,0,FALSE,FALSE,no veg on rake,Nymphaea sp.,White water lily,,1,1,0,0,0,,,
2024-LCS-NWA-210824-001A,21-Aug-24,2024,West,0.9,0,0,FALSE,FALSE,no veg on rake,Spirodela polyrhiza,Greater duckweed,,0,1,0,0,0,,,
2024-LCS-NWA-210824-001A,21-Aug-24,2024,West,0.9,0,0,FALSE,FALSE,no veg on rake,Wolffia sp.,Watermeal sp.,,0,1,0,0,0,,,
2024-LCS-NWA-210824-002A,21-Aug-24,2024,West,0.86,1,1,TRUE,TRUE,,Ceratophyllum demersum,Coontail,,0,1,1,1,1,1.7,2,
2024-LCS-NWA-210824-002A,21-Aug-24,2024,West,0.86,1,1,TRUE,TRUE,,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,0,,,
2024-LCS-NWA-210824-002A,21-Aug-24,2024,West,0.86,1,1,TRUE,TRUE,,Lemna minor,Lesser duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-210824-002A,21-Aug-24,2024,West,0.86,1,1,TRUE,TRUE,,Lemna trisulca,Star duckweed,,0,1,0,0,0,,,
2024-LCS-NWA-210824-002A,21-Aug-24,2024,West,0.86,1,1,TRUE,TRUE,,Nymphaea sp.,White water lily,,1,1,0,0,0,,,
2024-LCS-NWA-210824-002A,21-Aug-24,2024,West,0.86,1,1,TRUE,TRUE,,Spirodela polyrhiza,Greater duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-210824-002A,21-Aug-24,2024,West,0.86,1,1,TRUE,TRUE,,Stuckenia pectinatus,Sago pondweed,,0,1,0,0,0,,,
2024-LCS-NWA-210824-002A,21-Aug-24,2024,West,0.86,1,1,TRUE,TRUE,,Wolffia sp.,Watermeal sp.,,0,1,0,1,1,0,0,
2024-LCS-NWA-210824-003A,21-Aug-24,2024,West,1.01,2,0,TRUE,TRUE,mucky sample,Ceratophyllum demersum,Coontail,,0,1,1,1,1,93.1,95,
2024-LCS-NWA-210824-003A,21-Aug-24,2024,West,1.01,2,0,TRUE,TRUE,mucky sample,Elodea canadensis,Common waterweed,,0,1,0,1,1,0.9,1,
2024-LCS-NWA-210824-003A,21-Aug-24,2024,West,1.01,2,0,TRUE,TRUE,mucky sample,Lemna minor,Lesser duckweed,,0,1,1,1,1,0,0,
2024-LCS-NWA-210824-003A,21-Aug-24,2024,West,1.01,2,0,TRUE,TRUE,mucky sample,Lemna trisulca,Star duckweed,,0,1,1,1,1,1,1,
2024-LCS-NWA-210824-003A,21-Aug-24,2024,West,1.01,2,0,TRUE,TRUE,mucky sample,Nymphaea sp.,White water lily,,1,1,0,0,0,,,
2024-LCS-NWA-210824-003A,21-Aug-24,2024,West,1.01,2,0,TRUE,TRUE,mucky sample,Potamogeton pusillus,Slender pondweed,,0,1,0,1,1,1.1,1,
2024-LCS-NWA-210824-003A,21-Aug-24,2024,West,1.01,2,0,TRUE,TRUE,mucky sample,Spirodela polyrhiza,Greater duckweed,,0,1,1,1,1,0,0,
2024-LCS-NWA-210824-003A,21-Aug-24,2024,West,1.01,2,0,TRUE,TRUE,mucky sample,Stuckenia pectinatus,Sago pondweed,,0,1,0,0,0,,,
2024-LCS-NWA-210824-003A,21-Aug-24,2024,West,1.01,2,0,TRUE,TRUE,mucky sample,Wolffia sp.,Watermeal sp.,,0,1,1,0,0,,,
2024-LCS-NWA-210824-004A,21-Aug-24,2024,West,0.87,1,0,TRUE,TRUE,mucky sample,Ceratophyllum demersum,Coontail,,0,1,1,1,1,7.5,8,
2024-LCS-NWA-210824-004A,21-Aug-24,2024,West,0.87,1,0,TRUE,TRUE,mucky sample,Hydrocharis morsus-ranae,European frog-bit,,0,1,1,1,1,5.5,7,
2024-LCS-NWA-210824-004A,21-Aug-24,2024,West,0.87,1,0,TRUE,TRUE,mucky sample,Lemna minor,Lesser duckweed,,0,1,1,1,1,0,0,
2024-LCS-NWA-210824-004A,21-Aug-24,2024,West,0.87,1,0,TRUE,TRUE,mucky sample,Lemna trisulca,Star duckweed,,0,1,1,1,1,0.4,0,measurement includes all duckweed sp.
2024-LCS-NWA-210824-004A,21-Aug-24,2024,West,0.87,1,0,TRUE,TRUE,mucky sample,Nymphaea sp.,White water lily,,1,1,1,1,1,20.6,24,Leaves: 14 mL Stems: 10 mL
2024-LCS-NWA-210824-004A,21-Aug-24,2024,West,0.87,1,0,TRUE,TRUE,mucky sample,Potamogeton zosteriformis,Flat-stemmed pondweed,,0,1,0,0,0,,,
2024-LCS-NWA-210824-004A,21-Aug-24,2024,West,0.87,1,0,TRUE,TRUE,mucky sample,Spirodela polyrhiza,Greater duckweed,,0,1,1,1,1,0,0,
2024-LCS-NWA-210824-004A,21-Aug-24,2024,West,0.87,1,0,TRUE,TRUE,mucky sample,Stuckenia pectinatus,Sago pondweed,,0,1,0,1,1,0.1,0,
2024-LCS-NWA-210824-004A,21-Aug-24,2024,West,0.87,1,0,TRUE,TRUE,mucky sample,Utricularia sp.,Bladderwort sp.,,0,1,0,0,0,,,
2024-LCS-NWA-210824-004A,21-Aug-24,2024,West,0.87,1,0,TRUE,TRUE,mucky sample,Wolffia sp.,Watermeal sp.,,0,1,0,0,0,,,
2024-LCS-NWA-210824-005A,21-Aug-24,2024,West,0.85,1,0,TRUE,TRUE,mucky sample,Ceratophyllum demersum,Coontail,,0,1,1,1,1,23.3,24,
2024-LCS-NWA-210824-005A,21-Aug-24,2024,West,0.85,1,0,TRUE,TRUE,mucky sample,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,0,,,
2024-LCS-NWA-210824-005A,21-Aug-24,2024,West,0.85,1,0,TRUE,TRUE,mucky sample,Lemna minor,Lesser duckweed,,0,1,0,0,0,,,
2024-LCS-NWA-210824-005A,21-Aug-24,2024,West,0.85,1,0,TRUE,TRUE,mucky sample,Lemna trisulca,Star duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-210824-005A,21-Aug-24,2024,West,0.85,1,0,TRUE,TRUE,mucky sample,Nelumbo lutea,American lotus,,0,1,0,0,0,,,
2024-LCS-NWA-210824-005A,21-Aug-24,2024,West,0.85,1,0,TRUE,TRUE,mucky sample,Nymphaea sp.,White water lily,,0,1,0,0,0,,,
2024-LCS-NWA-210824-005A,21-Aug-24,2024,West,0.85,1,0,TRUE,TRUE,mucky sample,Spirodela polyrhiza,Greater duckweed,,0,1,0,0,0,,,
2024-LCS-NWA-210824-005A,21-Aug-24,2024,West,0.85,1,0,TRUE,TRUE,mucky sample,Utricularia sp.,Bladderwort sp.,,0,1,0,0,0,,,
2024-LCS-NWA-210824-005A,21-Aug-24,2024,West,0.85,1,0,TRUE,TRUE,mucky sample,Wolffia sp.,Watermeal sp.,,1,1,0,0,0,,,
2024-LCS-NWA-220824-001A,22-Aug-24,2024,West,0.69,1,0,TRUE,TRUE,,Ceratophyllum demersum,Coontail,,0,1,1,1,1,37.4,38,
2024-LCS-NWA-220824-001A,22-Aug-24,2024,West,0.69,1,0,TRUE,TRUE,,Elodea canadensis,Common waterweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-220824-001A,22-Aug-24,2024,West,0.69,1,0,TRUE,TRUE,,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,0,,,
2024-LCS-NWA-220824-001A,22-Aug-24,2024,West,0.69,1,0,TRUE,TRUE,,Lemna minor,Lesser duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-220824-001A,22-Aug-24,2024,West,0.69,1,0,TRUE,TRUE,,Lemna trisulca,Star duckweed,,0,1,0,1,1,0.2,0,
2024-LCS-NWA-220824-001A,22-Aug-24,2024,West,0.69,1,0,TRUE,TRUE,,Myriophyllum sp.,Milfoil sp.,,0,1,0,0,0,,,
2024-LCS-NWA-220824-001A,22-Aug-24,2024,West,0.69,1,0,TRUE,TRUE,,Nymphaea sp.,White water lily,,1,1,1,1,1,195.6,235,"Leaves: 150mL, Stems: 85mL"
2024-LCS-NWA-220824-001A,22-Aug-24,2024,West,0.69,1,0,TRUE,TRUE,,Spirodela polyrhiza,Greater duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-220824-001A,22-Aug-24,2024,West,0.69,1,0,TRUE,TRUE,,Utricularia sp.,Bladderwort sp.,,0,1,0,0,0,,,
2024-LCS-NWA-220824-001A,22-Aug-24,2024,West,0.69,1,0,TRUE,TRUE,,Wolffia sp.,Watermeal sp.,,0,1,0,0,0,,,
2024-LCS-NWA-220824-002A,22-Aug-24,2024,West,0.92,3,0,TRUE,TRUE,,Ceratophyllum demersum,Coontail,,0,1,1,1,1,418.1,435,
2024-LCS-NWA-220824-002A,22-Aug-24,2024,West,0.92,3,0,TRUE,TRUE,,Elodea canadensis,Common waterweed,,0,1,0,1,1,4.4,4,
2024-LCS-NWA-220824-002A,22-Aug-24,2024,West,0.92,3,0,TRUE,TRUE,,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,0,,,
2024-LCS-NWA-220824-002A,22-Aug-24,2024,West,0.92,3,0,TRUE,TRUE,,Lemna minor,Lesser duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-220824-002A,22-Aug-24,2024,West,0.92,3,0,TRUE,TRUE,,Lemna trisulca,Star duckweed,,0,1,1,1,1,0.4,0,
