Serial_Number,Site_Name,Latitude,Longitude,Local_Date_Time,Temperature_C,Temp_Change_Back,Temp_Change_Fwd,DO_mgL,DO_Change_Back,DO_Change_Fwd,Air_Exposure_Flag,Battery_V,Q,Unix_Time,Project_Code,Waterbody,Start_Time,End_Time,Notes,Group
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-12T20:16:00Z,20.858,0.07600000000000051,0,1.021,0.23099999999999987,0.10099999999999987,Clean,3.09,0.96,1723493760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-12T20:26:00Z,20.858,0,-0.04100000000000037,0.92,-0.10099999999999987,-0.05599999999999994,Clean,3.09,0.959,1723494360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-12T20:36:00Z,20.899,0.04100000000000037,-0.04199999999999804,0.976,0.05599999999999994,0.05899999999999994,Clean,3.09,0.96,1723494960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-12T20:46:00Z,20.941,0.04199999999999804,-0.05000000000000071,0.917,-0.05899999999999994,0.06800000000000006,Clean,3.09,0.959,1723495560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-12T20:56:00Z,20.991,0.05000000000000071,-0.04200000000000159,0.849,-0.06800000000000006,-0.03300000000000003,Clean,3.09,0.958,1723496160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-12T21:06:00Z,21.033,0.04200000000000159,-0.04999999999999716,0.882,0.03300000000000003,-0.16200000000000003,Clean,3.09,0.959,1723496760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-12T21:16:00Z,21.083,0.04999999999999716,-0.03400000000000247,1.044,0.16200000000000003,0.11699999999999999,Clean,3.09,0.961,1723497360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-12T21:26:00Z,21.117,0.03400000000000247,-0.02499999999999858,0.927,-0.11699999999999999,-0.1439999999999999,Clean,3.09,0.96,1723497960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-12T21:36:00Z,21.142,0.02499999999999858,-0.1750000000000007,1.071,0.1439999999999999,-0.33099999999999996,Clean,3.09,0.961,1723498560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-12T21:46:00Z,21.317,0.1750000000000007,0.007999999999999119,1.402,0.33099999999999996,-0.0950000000000002,Clean,3.09,0.964,1723499160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-12T21:56:00Z,21.309,-0.007999999999999119,0.06700000000000017,1.497,0.0950000000000002,0.3860000000000001,Clean,3.09,0.964,1723499760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-12T22:06:00Z,21.242,-0.06700000000000017,0,1.111,-0.3860000000000001,-0.028999999999999915,Clean,3.09,0.962,1723500360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-12T22:16:00Z,21.242,0,-0.0589999999999975,1.14,0.028999999999999915,-0.18300000000000005,Clean,3.09,0.962,1723500960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-12T22:26:00Z,21.301,0.0589999999999975,0.01699999999999946,1.323,0.18300000000000005,0.08699999999999997,Clean,3.09,0.963,1723501560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-12T22:36:00Z,21.284,-0.01699999999999946,-0.008000000000002672,1.236,-0.08699999999999997,-0.17599999999999993,Clean,3.09,0.963,1723502160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-12T22:46:00Z,21.292,0.008000000000002672,-0.02499999999999858,1.412,0.17599999999999993,-0.18300000000000005,Clean,3.09,0.964,1723502760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-12T22:56:00Z,21.317,0.02499999999999858,-0.24299999999999855,1.595,0.18300000000000005,-0.7209999999999999,Clean,3.09,0.965,1723503360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-12T23:06:00Z,21.56,0.24299999999999855,-0.04200000000000159,2.316,0.7209999999999999,-0.30600000000000005,Clean,3.09,0.968,1723503960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-12T23:16:00Z,21.602,0.04200000000000159,0.009000000000000341,2.622,0.30600000000000005,0.1719999999999997,Clean,3.09,0.968,1723504560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-12T23:26:00Z,21.593,-0.009000000000000341,-0.11700000000000088,2.45,-0.1719999999999997,-0.657,Clean,3.09,0.968,1723505160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-12T23:36:00Z,21.71,0.11700000000000088,0.1750000000000007,3.107,0.657,0.40800000000000036,Clean,3.09,0.968,1723505760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-12T23:46:00Z,21.535,-0.1750000000000007,-0.13400000000000034,2.699,-0.40800000000000036,-0.38000000000000034,Clean,3.09,0.968,1723506360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-12T23:56:00Z,21.669,0.13400000000000034,0.1509999999999998,3.079,0.38000000000000034,0.681,Clean,3.09,0.968,1723506960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T00:06:00Z,21.518,-0.1509999999999998,0.01699999999999946,2.398,-0.681,0.121,Clean,3.09,0.968,1723507560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T00:16:00Z,21.501,-0.01699999999999946,-0.07600000000000051,2.277,-0.121,-0.35799999999999965,Clean,3.09,0.967,1723508160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T00:26:00Z,21.577,0.07600000000000051,0.009000000000000341,2.635,0.35799999999999965,0.04899999999999993,Clean,3.09,0.968,1723508760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T00:36:00Z,21.568,-0.009000000000000341,-0.16799999999999926,2.586,-0.04899999999999993,-1.0310000000000001,Clean,3.09,0.968,1723509360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T00:46:00Z,21.736,0.16799999999999926,0,3.617,1.0310000000000001,-0.14100000000000001,Clean,3.09,0.97,1723509960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T00:56:00Z,21.736,0,-0.08299999999999841,3.758,0.14100000000000001,0.041999999999999815,Clean,3.09,0.969,1723510560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T01:06:00Z,21.819,0.08299999999999841,0.02499999999999858,3.716,-0.041999999999999815,0.08800000000000008,Clean,3.09,0.97,1723511160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T01:16:00Z,21.794,-0.02499999999999858,0.06700000000000017,3.628,-0.08800000000000008,0.06000000000000005,Clean,3.09,0.969,1723511760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T01:26:00Z,21.727,-0.06700000000000017,-0.05000000000000071,3.568,-0.06000000000000005,-0.3860000000000001,Clean,3.09,0.969,1723512360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T01:36:00Z,21.777,0.05000000000000071,0,3.954,0.3860000000000001,-0.03299999999999992,Clean,3.09,0.97,1723512960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T01:46:00Z,21.777,0,0.01600000000000179,3.987,0.03299999999999992,0.0860000000000003,Clean,3.09,0.97,1723513560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T01:56:00Z,21.761,-0.01600000000000179,0.06700000000000017,3.901,-0.0860000000000003,-0.0950000000000002,Clean,3.09,0.97,1723514160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T02:06:00Z,21.694,-0.06700000000000017,0.02499999999999858,3.996,0.0950000000000002,0.040000000000000036,Clean,3.09,0.97,1723514760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T02:16:00Z,21.669,-0.02499999999999858,0.04200000000000159,3.956,-0.040000000000000036,0.07600000000000007,Clean,3.09,0.97,1723515360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T02:26:00Z,21.627,-0.04200000000000159,0.04199999999999804,3.88,-0.07600000000000007,0.028000000000000025,Clean,3.09,0.97,1723515960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T02:36:00Z,21.585,-0.04199999999999804,0.02500000000000213,3.852,-0.028000000000000025,-0.2820000000000005,Clean,3.09,0.97,1723516560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T02:46:00Z,21.56,-0.02500000000000213,-0.017000000000003013,4.134,0.2820000000000005,-0.10899999999999999,Clean,3.09,0.97,1723517160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T02:56:00Z,21.577,0.017000000000003013,0.12600000000000122,4.243,0.10899999999999999,0.2990000000000004,Clean,3.09,0.97,1723517760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T03:06:00Z,21.451,-0.12600000000000122,0.10800000000000054,3.944,-0.2990000000000004,0.23399999999999999,Clean,3.09,0.97,1723518360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T03:16:00Z,21.343,-0.10800000000000054,0.0259999999999998,3.71,-0.23399999999999999,-0.28200000000000003,Clean,3.09,0.969,1723518960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T03:26:00Z,21.317,-0.0259999999999998,0,3.992,0.28200000000000003,-0.03699999999999992,Clean,3.09,0.97,1723519560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T03:36:00Z,21.317,0,0.03300000000000125,4.029,0.03699999999999992,0.06599999999999984,Clean,3.09,0.97,1723520160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T03:46:00Z,21.284,-0.03300000000000125,0.13400000000000034,3.963,-0.06599999999999984,0.524,Clean,3.09,0.97,1723520760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T03:56:00Z,21.15,-0.13400000000000034,0.08299999999999841,3.439,-0.524,-0.04700000000000015,Clean,3.09,0.969,1723521360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T04:06:00Z,21.067,-0.08299999999999841,0.04200000000000159,3.486,0.04700000000000015,0.17200000000000015,Clean,3.09,0.97,1723521960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T04:16:00Z,21.025,-0.04200000000000159,0.07499999999999929,3.314,-0.17200000000000015,0.06000000000000005,Clean,3.09,0.969,1723522560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T04:26:00Z,20.95,-0.07499999999999929,0.01699999999999946,3.254,-0.06000000000000005,0.06000000000000005,Clean,3.09,0.969,1723523160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T04:36:00Z,20.933,-0.01699999999999946,0.10899999999999821,3.194,-0.06000000000000005,0.09600000000000009,Clean,3.09,0.969,1723523760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T04:46:00Z,20.824,-0.10899999999999821,0.02500000000000213,3.098,-0.09600000000000009,-0.051000000000000156,Clean,3.09,0.968,1723524360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T04:56:00Z,20.799,-0.02500000000000213,0.06700000000000017,3.149,0.051000000000000156,0.10400000000000009,Clean,3.09,0.969,1723524960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T05:06:00Z,20.732,-0.06700000000000017,0.04199999999999804,3.045,-0.10400000000000009,0.13200000000000012,Clean,3.09,0.969,1723525560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T05:16:00Z,20.69,-0.04199999999999804,0.05000000000000071,2.913,-0.13200000000000012,0.02400000000000002,Clean,3.09,0.969,1723526160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T05:26:00Z,20.64,-0.05000000000000071,0.06700000000000017,2.889,-0.02400000000000002,0.08399999999999963,Clean,3.09,0.969,1723526760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T05:36:00Z,20.573,-0.06700000000000017,0.08399999999999963,2.805,-0.08399999999999963,0.06300000000000017,Clean,3.09,0.969,1723527360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T05:46:00Z,20.489,-0.08399999999999963,0.03300000000000125,2.742,-0.06300000000000017,-0.1429999999999998,Clean,3.09,0.969,1723527960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T05:56:00Z,20.456,-0.03300000000000125,0.07499999999999929,2.885,0.1429999999999998,0.36199999999999966,Clean,3.09,0.969,1723528560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T06:06:00Z,20.381,-0.07499999999999929,0.03399999999999892,2.523,-0.36199999999999966,-0.017999999999999794,Clean,3.09,0.969,1723529160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T06:16:00Z,20.347,-0.03399999999999892,0.02500000000000213,2.541,0.017999999999999794,-0.05600000000000005,Clean,3.09,0.969,1723529760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T06:26:00Z,20.322,-0.02500000000000213,0.08399999999999963,2.597,0.05600000000000005,0.23099999999999987,Clean,3.09,0.968,1723530360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T06:36:00Z,20.238,-0.08399999999999963,0.04199999999999804,2.366,-0.23099999999999987,0.17300000000000004,Clean,3.09,0.969,1723530960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T06:46:00Z,20.196,-0.04199999999999804,0.01600000000000179,2.193,-0.17300000000000004,-0.0129999999999999,Clean,3.09,0.968,1723531560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T06:56:00Z,20.18,-0.01600000000000179,0.04199999999999804,2.206,0.0129999999999999,0.08899999999999997,Clean,3.09,0.968,1723532160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T07:06:00Z,20.138,-0.04199999999999804,0.009000000000000341,2.117,-0.08899999999999997,0.05900000000000016,Clean,3.1,0.968,1723532760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T07:16:00Z,20.129,-0.009000000000000341,0.06700000000000017,2.058,-0.05900000000000016,0.030999999999999694,Clean,3.1,0.968,1723533360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T07:26:00Z,20.062,-0.06700000000000017,0.03300000000000125,2.027,-0.030999999999999694,0.2370000000000001,Clean,3.09,0.968,1723533960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T07:36:00Z,20.029,-0.03300000000000125,0.02499999999999858,1.79,-0.2370000000000001,0.05699999999999994,Clean,3.09,0.967,1723534560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T07:46:00Z,20.004,-0.02499999999999858,0.03400000000000247,1.733,-0.05699999999999994,0.05800000000000005,Clean,3.09,0.967,1723535160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T07:56:00Z,19.97,-0.03400000000000247,0.0329999999999977,1.675,-0.05800000000000005,0.09600000000000009,Clean,3.09,0.966,1723535760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T08:06:00Z,19.937,-0.0329999999999977,0.05000000000000071,1.579,-0.09600000000000009,0.10099999999999998,Clean,3.09,0.966,1723536360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T08:16:00Z,19.887,-0.05000000000000071,0.03399999999999892,1.478,-0.10099999999999998,0.18599999999999994,Clean,3.09,0.965,1723536960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T08:26:00Z,19.853,-0.03399999999999892,0.03300000000000125,1.292,-0.18599999999999994,0.14400000000000013,Clean,3.09,0.964,1723537560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T08:36:00Z,19.82,-0.03300000000000125,0.0259999999999998,1.148,-0.14400000000000013,0.028999999999999915,Clean,3.09,0.963,1723538160,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T08:46:00Z,19.794,-0.0259999999999998,0.04100000000000037,1.119,-0.028999999999999915,-0.038999999999999924,Clean,3.09,0.962,1723538760,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T08:56:00Z,19.753,-0.04100000000000037,0.0259999999999998,1.158,0.038999999999999924,0.028999999999999915,Clean,3.09,0.963,1723539360,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T09:06:00Z,19.727,-0.0259999999999998,0.02499999999999858,1.129,-0.028999999999999915,0.10299999999999998,Clean,3.09,0.963,1723539960,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
7450-064567,2024-LCS-NWA-120824-001A,42.371916,-82.392917,2024-08-13T09:16:00Z,19.702,-0.02499999999999858,0.05000000000000071,1.026,-0.10299999999999998,-0.0040000000000000036,Clean,3.09,0.962,1723540560,2024-LCS-NWA,St Clair NWA - East Cell,2024-08-12T16:28:00Z,2024-08-13T12:12:00Z,NA,in-fyke
