Project Name,Project,Field Number,Historical Project Code,Date,Day,Month,Year,Date fished,Waterbody Name,Start Time,Stop Time,Start Latitude,Start Longitude,Gear,Effort,Quantification of Effort,Air Temperature,Water Temperature,Conductivity,Dissolved Oxygen,pH,Secchi Tube > measured,Secchi Tube (m),Turbidity (ntu),Distance From Shore (m),Dominant Vegetation,Floodplain Use,Bank Slope (%),Channel Cover (%),Weather Conditions,Wind Speed (km/h),Wind Direction,Weather Notes,Emergent,Floating,Submerged,Open Water,Dominant_aqua_veg,Deciduous,Coniferous,Herbaceous,shrubs,None,tbl1-4_riparian_veg.Unknown,Not recorded,Dominant_riparian_veg,Aquatic Animal Notes,Description of Gear,Narrative Locality Description,Notes_SpeciesID,Final Notes
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-080824-002A,E-07,8-Aug-24,8,8,2024,9-Aug-24,St. Clair NWA - East Cell SCU,2:48:00 PM,8:47:00 AM,42.364827,-82.404532,MFN,17.98,hours,30.5,20.538,357.9,2.13,7.33,TRUE,,2.27,0,,Less disturbed - Wetland,,,Cloudy,2,NW,,10,30,55,5,Submerged,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: BLUE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-080824-003A,E-08,8-Aug-24,8,8,2024,9-Aug-24,St. Clair NWA - East Cell SCU,3:15:00 PM,9:06:00 AM,42.369024,-82.401962,MFN,17.85,hours,28.9,20.558,348.1,2.33,7.29,TRUE,,3.08,0,,Less disturbed - Wetland,,,Cloudy,3.5,NE,,5,25,65,5,Submerged,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: YELLOW; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-080824-004A,E-09,8-Aug-24,8,8,2024,9-Aug-24,St. Clair NWA - East Cell SCU,3:39:00 PM,9:31:00 AM,42.372785,-82.398606,MFN,17.87,hours,30.3,21.877,286.2,3.81,7.23,TRUE,,2.77,0,,Less disturbed - Wetland,,,Cloudy,2,NE,,5,55,25,15,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: PINK; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-080824-005A,E-10,8-Aug-24,8,8,2024,9-Aug-24,St. Clair NWA - East Cell SCU,4:03:00 PM,10:00:00 AM,42.37711,-82.400437,MFN,17.95,hours,29.9,24.495,372.3,10.56,7.95,TRUE,,2.61,0,,Less disturbed - Wetland,,,Mixed sun and cloud,4.4,NE,,5,50,40,5,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: CLEAR; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-120824-001A,E-11,12-Aug-24,12,8,2024,13-Aug-24,St. Clair NWA - East Cell SCU,12:28:00 PM,8:12:00 AM,42.371916,-82.392917,MFN,19.7,hours,20.8,19.812,359.5,2,7.36,FALSE,0.76,1.28,0,,Less disturbed - Wetland,,,Sunny,4.3,W,,5,40,30,25,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: YELLOW; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-120824-002A,E-12,12-Aug-24,12,8,2024,13-Aug-24,St. Clair NWA - East Cell SCU,12:45:00 PM,8:51:00 AM,42.374237,-82.394518,MFN,20.1,hours,26.1,20.729,354.5,2.92,7.36,TRUE,,2.28,0,,Less disturbed - Wetland,,,Sunny,4.9,W,,5,60,30,5,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 3 (0.4-0.7m), Logger: CLEAR; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-120824-003A,E-13,12-Aug-24,12,8,2024,13-Aug-24,St. Clair NWA - East Cell SCU,1:03:00 PM,9:12:00 AM,42.37547,-82.396361,MFN,20.2,hours,23.2,21.98,355.4,1.44,7.25,FALSE,0.73,3.19,0,,Less disturbed - Wetland,,,Sunny,8.2,W,,5,75,15,5,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 3 (0.4-0.7m), Logger: BLUE; Net notes: Holes in cod end of net","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-120824-004A,E-14,12-Aug-24,12,8,2024,13-Aug-24,St. Clair NWA - East Cell SCU,1:20:00 PM,9:33:00 AM,42.376258,-82.397039,MFN,20.2,hours,26.7,22.143,331.8,6.2,7.54,FALSE,1.04,2.05,0,,Less disturbed - Wetland,,,Sunny,3.2,W,,5,40,40,15,Floating,10,0,90,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: PINK; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-120824-005A,E-15,12-Aug-24,12,8,2024,13-Aug-24,St. Clair NWA - East Cell SCU,1:51:00 PM,10:01:00 AM,42.375002,-82.397902,MFN,20.2,hours,22.6,22.87,344.1,2.02,7.26,FALSE,0.75,2.91,0,,Less disturbed - Wetland,,,Sunny,2.8,W,,5,60,30,5,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: NONE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-130824-001A,E-16,13-Aug-24,13,8,2024,14-Aug-24,St. Clair NWA - East Cell SCU,12:22:00 PM,8:15:00 AM,42.370518,-82.399453,MFN,19.9,hours,29,20.62,392.2,1.66,7.17,TRUE,,5.74,0,,Less disturbed - Wetland,,,Sunny,4.4,W,,5,40,40,15,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: PINK; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-130824-002A,E-17,13-Aug-24,13,8,2024,14-Aug-24,St. Clair NWA - East Cell SCU,12:53:00 PM,8:45:00 AM,42.371269,-82.397413,MFN,19.9,hours,27.2,21.67,413,7.19,7.38,FALSE,0.97,5.25,0,,Less disturbed - Wetland,,,Mixed sun and cloud,2,W,,5,50,25,20,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 4 (<0.4m), Logger: BLUE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-130824-003A,E-18,13-Aug-24,13,8,2024,14-Aug-24,St. Clair NWA - East Cell SCU,1:25:00 PM,9:25:00 AM,42.3729,-82.39702,MFN,20,hours,29.6,22.15,358.2,1.05,7.1,TRUE,,5.74,0,,Less disturbed - Wetland,,,Mixed sun and cloud,5.2,W,Roasty - with a breeze,5,45,40,10,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: CLEAR; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-130824-004A,E-19,13-Aug-24,13,8,2024,14-Aug-24,St. Clair NWA - East Cell SCU,1:56:00 PM,9:55:00 AM,42.372397,-82.394823,MFN,20,hours,29.8,22.56,341,12.64,8.11,TRUE,,1.45,0,,Less disturbed - Wetland,,,Sunny,2.4,WNW,,5,15,70,10,Submerged,0,0,100,0,0,,,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: YELLOW; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-130824-005A,E-20,13-Aug-24,13,8,2024,14-Aug-24,St. Clair NWA - East Cell SCU,2:20:00 PM,10:19:00 AM,42.373996,-82.39665,MFN,20,hours,29.8,20.74,359,1.7,7.36,TRUE,,4.56,0,,Less disturbed - Wetland,,,Sunny,4.3,WNW,,5,80,10,5,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: NONE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-140824-001A,E-21,14-Aug-24,14,8,2024,15-Aug-24,St. Clair NWA - East Cell SCU,12:36:00 PM,8:12:00 AM,42.371043,-82.391298,MFN,19.6,hours,28.3,25.33,384.9,8.5,7.87,FALSE,0.79,4.36,0,,Less disturbed - Wetland,,,Sunny,3.1,SW,HOT!,0,5,65,30,Submerged,90,0,5,5,0,,,Deciduous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: BLUE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-140824-002A,E-22,14-Aug-24,14,8,2024,15-Aug-24,St. Clair NWA - East Cell SCU,12:44:00 PM,9:20:00 AM,42.369463,-82.391404,MFN,20.6,hours,28.4,20.698,362.2,2.94,7.37,FALSE,0.75,5.89,0,,Less disturbed - Wetland,,,Sunny,2.8,SW,,10,50,30,10,Floating,50,0,30,20,0,,,Deciduous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: CLEAR; Net notes: no wings (narrow hab)","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-140824-003A,E-23,14-Aug-24,14,8,2024,15-Aug-24,St. Clair NWA - East Cell SCU,1:10:00 PM,9:46:00 AM,42.370593,-82.39015,MFN,20.6,hours,28.4,23.613,385.8,2.36,7.46,TRUE,,2.32,0,,Less disturbed - Wetland,,,Sunny,5.2,SW,,10,50,20,20,Floating,60,0,30,10,0,,,Deciduous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 4 (<0.4m), Logger: YELLOW; Net notes: no wings (narrow hab), front box had fallen forward by morning","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-140824-004A,E-24,14-Aug-24,14,8,2024,15-Aug-24,St. Clair NWA - East Cell SCU,1:42:00 PM,10:10:00 AM,42.369849,-82.395009,MFN,20.5,hours,28.1,25.438,325.1,9.63,8.09,TRUE,,4.33,0,,Less disturbed - Wetland,,,Sunny,1.7,SW,,0,30,40,30,Submerged,60,0,20,20,0,,,Deciduous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 3 (0.4-0.7m), Logger: PINK; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-140824-005A,E-25,14-Aug-24,14,8,2024,15-Aug-24,St. Clair NWA - East Cell SCU,2:02:00 PM,11:07:00 AM,42.371268,-82.395103,MFN,21.1,hours,29.5,26.6,443.8,12.99,8.46,TRUE,,0.95,0,,Less disturbed - Wetland,,,Sunny,1.9,SW,,10,30,30,30,Submerged,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 4 (<0.4m), Logger: NONE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-150824-001A,E-26,15-Aug-24,15,8,2024,16-Aug-24,St. Clair NWA - East Cell SCU,1:30:00 PM,8:05:00 AM,42.37571,-82.399739,MFN,18.6,hours,26.4,23.1,399.3,1.84,7.39,TRUE,,2.36,0,,Less disturbed - Wetland,,,Mixed sun and cloud,6.7,S,"Breezy, overcast, but hot!",10,45,35,10,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: PINK; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-150824-002A,E-27,15-Aug-24,15,8,2024,16-Aug-24,St. Clair NWA - East Cell SCU,1:52:00 PM,8:36:00 AM,42.376826,-82.397929,MFN,18.7,hours,27.9,22.8,337.2,3.42,7.53,TRUE,,2.36,0,,Less disturbed - Wetland,,,Mixed sun and cloud,6.6,S,,15,45,30,10,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: BLUE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-150824-003A,E-28,15-Aug-24,15,8,2024,16-Aug-24,St. Clair NWA - East Cell SCU,2:10:00 PM,9:03:00 AM,42.377052,-82.399136,MFN,18.9,hours,29.5,22.95,392,1.52,7.18,TRUE,,3.6,0,,Less disturbed - Wetland,,,Mixed sun and cloud,4.6,S,,5,80,10,5,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 3 (0.4-0.7m), Logger: YELLOW; Net notes: No wings (narrow habitat)","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-150824-004A,E-29,15-Aug-24,15,8,2024,16-Aug-24,St. Clair NWA - East Cell SCU,2:27:00 PM,9:20:00 AM,42.37809,-82.399221,MFN,18.9,hours,28.6,23.74,373.1,1.83,7.44,TRUE,,3.74,0,,Less disturbed - Wetland,,,Mixed sun and cloud,7,S,,5,40,40,15,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: CLEAR; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-150824-005A,E-30,15-Aug-24,15,8,2024,16-Aug-24,St. Clair NWA - East Cell SCU,2:50:00 PM,9:47:00 AM,42.378362,-82.400667,MFN,19,hours,29.1,26.07,314,16.53,8.8,TRUE,,0.55,0,,Less disturbed - Wetland,,,Mixed sun and cloud,8,S,,0,25,70,5,Submerged,0,0,95,0,5,,,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: NONE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-190824-001A,E-31,19-Aug-24,19,8,2024,20-Aug-24,St. Clair NWA - East Cell SCU,11:56:00 AM,8:44:00 AM,42.368281,-82.400499,MFN,20.8,hours,19.6,21.27,388.5,2.25,7.27,FALSE,1.1,2.22,0,,Less disturbed - Wetland,,,Mixed sun and cloud,7.6,NNW,Windy! Super Blue Moon overnight,10,40,40,10,Floating,0,0,80,0,20,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 4 (<0.4m), Logger: BLUE; Net notes: full moon, no wings (narrow habitat)","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-190824-002A,E-32,19-Aug-24,19,8,2024,20-Aug-24,St. Clair NWA - East Cell SCU,12:17:00 PM,9:13:00 AM,42.366851,-82.395258,MFN,20.9,hours,21,21.388,284.9,4.85,7.63,FALSE,0.9,6.05,0,,Less disturbed - Wetland,,,Mixed sun and cloud,12.3,NNW,Super Blue Moon overnight!,10,20,40,30,Submerged,15,0,80,0,5,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: YELLOW; Net notes: full moon","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-190824-003A,E-33,19-Aug-24,19,8,2024,20-Aug-24,St. Clair NWA - East Cell SCU,12:36:00 PM,9:47:00 AM,42.367081,-82.398206,MFN,21.2,hours,20.1,21.618,391.6,5.29,7.67,TRUE,,1.06,0,,Less disturbed - Wetland,,,Mixed sun and cloud,15.5,NNW,Super Blue Moon overnight!,10,30,40,20,Submerged,0,0,90,0,10,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 4 (<0.4m), Logger: PINK; Net notes: full moon, no wings (narrow hab), half lead","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-190824-004A,E-34,19-Aug-24,19,8,2024,20-Aug-24,St. Clair NWA - East Cell SCU,12:49:00 PM,10:17:00 AM,42.368637,-82.398232,MFN,21.5,hours,19.8,21.38,391.8,2.26,7.34,FALSE,0.85,6.42,0,,Less disturbed - Wetland,,,Mixed sun and cloud,17.1,NNW,Super Blue Moon overnight!,5,15,30,50,Open Water,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: CLEAR; Net notes: full moon, several holes b/w hoop and box (some large, many small)","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-190824-005A,E-35,19-Aug-24,19,8,2024,20-Aug-24,St. Clair NWA - East Cell SCU,1:08:00 PM,11:15:00 AM,42.368093,-82.393403,MFN,22.1,hours,20.6,20.251,329.2,4.5,7.83,FALSE,1.1,2.32,0,,Less disturbed - Wetland,,,Mixed sun and cloud,6.8,NNW,Super Blue Moon overnight!,0,10,70,20,Submerged,100,0,0,0,0,,,Deciduous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: NONE; Net notes: full moon","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-200824-001A,E-36,20-Aug-24,20,8,2024,21-Aug-24,St. Clair NWA - East Cell SCU,2:22:00 PM,8:10:00 AM,42.363465,-82.404813,MFN,17.8,hours,20.1,19.35,353.8,3.42,7.48,TRUE,,2.73,0,,Less disturbed - Wetland,,,Mixed sun and cloud,16.2,N,dang wind!!,5,40,40,15,Submerged,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: PINK; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
