Project Name,Year,Day,Month,Field Number,Bin Number,Species,Total Length (mm),Total Weight (g)
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-002A,1,Ameiurus melas,55,1.92
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Pomoxis nigromaculatus,62,2.61
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Pomoxis nigromaculatus,253,240
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Lepomis macrochirus,53,2.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Erimyzon sucetta,55,2.04
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Erimyzon sucetta,51,1.36
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Erimyzon sucetta,56,2.26
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Erimyzon sucetta,52,1.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Erimyzon sucetta,52,1.39
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Erimyzon sucetta,51,1.85
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Erimyzon sucetta,54,1.52
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Erimyzon sucetta,60,2.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Erimyzon sucetta,52,2.05
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Erimyzon sucetta,53,1.62
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Erimyzon sucetta,50,1.77
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Erimyzon sucetta,60,2.93
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Erimyzon sucetta,54,1.83
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Lepomis gibbosus,44,1.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Lepomis gibbosus,43,1.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Lepomis gibbosus,37,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Lepomis gibbosus,37,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Lepomis gibbosus,38,0.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Lepomis gibbosus,40,1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Lepomis gibbosus,42,1.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Lepomis gibbosus,40,0.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Lepomis gibbosus,44,1.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Lepomis gibbosus,38,0.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Lepomis gibbosus,126,40.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Lepomis gibbosus,131,45.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Lepomis gibbosus,117,31.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Lepomis gibbosus,84,9.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Lepomis gibbosus,138,60
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Lepomis sp,44,1.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Lepomis sp,35,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Lepomis sp,26,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Micropterus nigricans,74,5.85
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-003A,1,Micropterus nigricans,58,28.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-004A,1,Pomoxis nigromaculatus,65,3.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-004A,1,Pomoxis nigromaculatus,196,120
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-004A,1,Lepomis macrochirus,37,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-004A,1,Amia ocellicauda,568,1470
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-004A,1,Erimyzon sucetta,189,100
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-004A,1,Lepomis gibbosus,123,37.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-004A,1,Lepomis gibbosus,44,1.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-004A,1,Lepomis gibbosus,44,1.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-004A,1,Lepomis gibbosus,45,1.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-004A,1,Lepomis gibbosus,39,0.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-004A,1,Lepomis sp,35,0.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-004A,1,Micropterus nigricans,303,380
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-004A,1,Micropterus nigricans,223,190
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-004A,1,Umbra limi,35,0.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-004A,1,Umbra limi,31,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Pomoxis nigromaculatus,61,2.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Pomoxis nigromaculatus,61,2.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Pomoxis nigromaculatus,50,2.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Pomoxis nigromaculatus,65,3.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Pomoxis nigromaculatus,179,90
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Lepomis macrochirus,174,110
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Lepomis gibbosus,193,170
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Lepomis gibbosus,137,49.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Lepomis gibbosus,70,5.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Lepomis gibbosus,124,33.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Lepomis gibbosus,79,8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Lepomis gibbosus,82,9.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Lepomis gibbosus,125,37.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Lepomis gibbosus,39,0.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Lepomis gibbosus,38,1.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Lepomis gibbosus,166,90
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Lepomis gibbosus,43,5.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Lepomis gibbosus,39,1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Lepomis gibbosus,39,0.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Lepomis gibbosus,32,1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Lepomis sp,34,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Lepomis sp,40,1.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Lepomis sp,29,0.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Lepomis sp,30,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Lepomis sp,34,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-005A,1,Lepomis sp,37,0.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-006A,1,Pomoxis nigromaculatus,230,250
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-006A,1,Pomoxis nigromaculatus,186,70
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-006A,1,Pomoxis nigromaculatus,180,110
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-006A,1,Pomoxis nigromaculatus,185,100
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-006A,1,Pomoxis nigromaculatus,169,80
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-006A,1,Pomoxis nigromaculatus,235,230
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-006A,1,Pomoxis nigromaculatus,229,240
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-006A,1,Lepomis macrochirus,180,140
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-006A,1,Lepomis macrochirus,184,140
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-006A,1,Amia ocellicauda,402,600
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-006A,1,Lepomis gibbosus,170,90
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-006A,1,Lepomis gibbosus,62,4.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-006A,1,Lepomis gibbosus,139,49.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-006A,1,Lepomis gibbosus,123,33.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-006A,1,Lepomis gibbosus,150,80
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-006A,1,Lepomis gibbosus,42,1.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-006A,1,Lepomis gibbosus,42,1.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-006A,1,Lepomis sp,44,1.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-006A,1,Lepomis sp,36,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-006A,1,Lepomis sp,41,1.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-006A,1,Ameiurus nebulosus,312,450
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-160823-006A,1,Ameiurus nebulosus,291,470
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis macrochirus,83,10.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis macrochirus,76,8.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis macrochirus,74,6.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis macrochirus,94,14.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis macrochirus,83,11.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis macrochirus,89,12.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis macrochirus,105,20.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis macrochirus,105,20.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis macrochirus,95,13.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis macrochirus,98,15.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis macrochirus,103,19.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis macrochirus,116,31.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis macrochirus,114,22.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis macrochirus,139,47.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis macrochirus,83,9.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis macrochirus,84,10.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis macrochirus,98,16
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis macrochirus,91,14.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis macrochirus,90,13.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis macrochirus,97,15.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis macrochirus,96,16.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis macrochirus,79,7.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis macrochirus,71,5.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Amia ocellicauda,419,680
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Amia ocellicauda,385,520
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Amia ocellicauda,555,1390
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Amia ocellicauda,579,1660
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Erimyzon sucetta,49,-1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Erimyzon sucetta,52,1.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Erimyzon sucetta,53,1.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,62,4.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,85,12.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,147,66.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,34,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,139,58.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,100,20.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,155,83.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,82,9.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,124,34.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,86,10.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,72,6.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,108,22.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,101,19.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,128,42.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,82,9.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,137,53.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,77,8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,114,25.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,118,32.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,79,8.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,140,58.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,80,9.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,125,41.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,125,35.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,134,44.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,119,33.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,137,50.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,116,30.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,117,24.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,175,123
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,74,7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,81,9.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,129,41.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,76,7.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,91,13.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,69,5.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,122,35.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,114,27.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,124,38.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,161,91.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,105,21.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,82,9.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,67,5.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,67,4.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,108,22.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,120,32.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,80,8.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,138,50.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,115,29.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,100,19
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis gibbosus,155,28.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis sp,33,0.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis sp,37,0.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis sp,37,0.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis sp,36,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis sp,31,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis sp,37,1.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis sp,39,0.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis sp,30,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Lepomis sp,32,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,48,0.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,49,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,49,0.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,51,1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,46,0.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,56,1.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,41,0.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,44,0.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,62,1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,48,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,49,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,55,1.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,45,0.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,51,0.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,50,1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,50,1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,46,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,54,1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,51,0.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,47,0.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,48,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,55,1.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,57,1.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,46,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,46,0.7
