Time_sec,BV_Volts,Temperature_C,DO_mgL,Q,SN,InWater,DateTime,Field.Number,Date,Time,www.epochconverter.com,0.006944444
1692250320,3.43,21.606,0.24,0.899,7450-049711,TRUE,8/17/2023 1:32,2023-LCS-NWA-160823-001A,8/17/2023,1:32,,
1692250440,3.42,22.847,2.057,0.961,7450-770855,TRUE,8/17/2023 1:34,2023-LCS-NWA-160823-005A,8/17/2023,1:34,,
1692250620,3.41,23.208,6.429,0.972,7450-064567,TRUE,8/17/2023 1:37,2023-LCS-NWA-160823-006A,8/17/2023,1:37,,
1692250860,3.45,22.463,0.08,0.968,7450-778298,TRUE,8/17/2023 1:41,2023-LCS-NWA-160823-003A,8/17/2023,1:41,,
1692250920,3.43,21.597,0.335,0.9,7450-049711,TRUE,8/17/2023 1:42,2023-LCS-NWA-160823-001A,8/17/2023,1:42,,
1692251040,3.42,22.805,1.822,0.959,7450-770855,TRUE,8/17/2023 1:44,2023-LCS-NWA-160823-005A,8/17/2023,1:44,,
1692251220,3.41,23.158,6.291,0.972,7450-064567,TRUE,8/17/2023 1:47,2023-LCS-NWA-160823-006A,8/17/2023,1:47,,
1692251460,3.45,22.48,0.069,0.968,7450-778298,TRUE,8/17/2023 1:51,2023-LCS-NWA-160823-003A,8/17/2023,1:51,,
1692251520,3.43,21.589,0.478,0.899,7450-049711,TRUE,8/17/2023 1:52,2023-LCS-NWA-160823-001A,8/17/2023,1:52,,
1692251640,3.42,22.771,1.676,0.959,7450-770855,TRUE,8/17/2023 1:54,2023-LCS-NWA-160823-005A,8/17/2023,1:54,,
1692251820,3.41,23.141,6.314,0.971,7450-064567,TRUE,8/17/2023 1:57,2023-LCS-NWA-160823-006A,8/17/2023,1:57,,
1692252060,3.45,22.447,0.092,0.968,7450-778298,TRUE,8/17/2023 2:01,2023-LCS-NWA-160823-003A,8/17/2023,2:01,,
1692252120,3.43,21.556,0.538,0.902,7450-049711,TRUE,8/17/2023 2:02,2023-LCS-NWA-160823-001A,8/17/2023,2:02,,
1692252240,3.42,22.713,1.529,0.959,7450-770855,TRUE,8/17/2023 2:04,2023-LCS-NWA-160823-005A,8/17/2023,2:04,,
1692252420,3.41,23.116,6.189,0.972,7450-064567,TRUE,8/17/2023 2:07,2023-LCS-NWA-160823-006A,8/17/2023,2:07,,
1692252660,3.45,22.405,0.084,0.968,7450-778298,TRUE,8/17/2023 2:11,2023-LCS-NWA-160823-003A,8/17/2023,2:11,,
1692252720,3.43,21.547,0.551,0.903,7450-049711,TRUE,8/17/2023 2:12,2023-LCS-NWA-160823-001A,8/17/2023,2:12,,
1692252840,3.42,22.68,1.428,0.959,7450-770855,TRUE,8/17/2023 2:14,2023-LCS-NWA-160823-005A,8/17/2023,2:14,,
1692253020,3.41,23.057,6.094,0.971,7450-064567,TRUE,8/17/2023 2:17,2023-LCS-NWA-160823-006A,8/17/2023,2:17,,
1692253260,3.45,22.405,0.066,0.968,7450-778298,TRUE,8/17/2023 2:21,2023-LCS-NWA-160823-003A,8/17/2023,2:21,,
1692253320,3.43,21.505,0.649,0.904,7450-049711,TRUE,8/17/2023 2:22,2023-LCS-NWA-160823-001A,8/17/2023,2:22,,
1692253440,3.42,22.654,1.57,0.96,7450-770855,TRUE,8/17/2023 2:24,2023-LCS-NWA-160823-005A,8/17/2023,2:24,,
1692253620,3.41,23.032,5.929,0.971,7450-064567,TRUE,8/17/2023 2:27,2023-LCS-NWA-160823-006A,8/17/2023,2:27,,
1692253860,3.45,22.388,0.047,0.967,7450-778298,TRUE,8/17/2023 2:31,2023-LCS-NWA-160823-003A,8/17/2023,2:31,,
1692253920,3.43,21.489,0.665,0.905,7450-049711,TRUE,8/17/2023 2:32,2023-LCS-NWA-160823-001A,8/17/2023,2:32,,
1692254040,3.42,22.613,1.361,0.959,7450-770855,TRUE,8/17/2023 2:34,2023-LCS-NWA-160823-005A,8/17/2023,2:34,,
1692254220,3.41,22.965,5.862,0.972,7450-064567,TRUE,8/17/2023 2:37,2023-LCS-NWA-160823-006A,8/17/2023,2:37,,
1692254460,3.45,22.355,0.049,0.967,7450-778298,TRUE,8/17/2023 2:41,2023-LCS-NWA-160823-003A,8/17/2023,2:41,,
1692254520,3.43,21.48,0.635,0.906,7450-049711,TRUE,8/17/2023 2:42,2023-LCS-NWA-160823-001A,8/17/2023,2:42,,
1692254640,3.42,22.596,1.237,0.957,7450-770855,TRUE,8/17/2023 2:44,2023-LCS-NWA-160823-005A,8/17/2023,2:44,,
1692254820,3.41,22.932,5.731,0.971,7450-064567,TRUE,8/17/2023 2:47,2023-LCS-NWA-160823-006A,8/17/2023,2:47,,
1692255060,3.45,22.305,0.055,0.968,7450-778298,TRUE,8/17/2023 2:51,2023-LCS-NWA-160823-003A,8/17/2023,2:51,,
1692255120,3.43,21.472,0.602,0.906,7450-049711,TRUE,8/17/2023 2:52,2023-LCS-NWA-160823-001A,8/17/2023,2:52,,
1692255240,3.42,22.554,1.152,0.957,7450-770855,TRUE,8/17/2023 2:54,2023-LCS-NWA-160823-005A,8/17/2023,2:54,,
1692255420,3.41,22.89,5.699,0.971,7450-064567,TRUE,8/17/2023 2:57,2023-LCS-NWA-160823-006A,8/17/2023,2:57,,
1692255660,3.45,22.288,0.058,0.968,7450-778298,TRUE,8/17/2023 3:01,2023-LCS-NWA-160823-003A,8/17/2023,3:01,,
1692255720,3.43,21.447,0.581,0.906,7450-049711,TRUE,8/17/2023 3:02,2023-LCS-NWA-160823-001A,8/17/2023,3:02,,
1692255840,3.42,22.521,1.131,0.956,7450-770855,TRUE,8/17/2023 3:04,2023-LCS-NWA-160823-005A,8/17/2023,3:04,,
1692256020,3.41,22.856,5.626,0.972,7450-064567,TRUE,8/17/2023 3:07,2023-LCS-NWA-160823-006A,8/17/2023,3:07,,
1692256260,3.45,22.271,0.046,0.967,7450-778298,TRUE,8/17/2023 3:11,2023-LCS-NWA-160823-003A,8/17/2023,3:11,,
1692256320,3.43,21.405,0.548,0.906,7450-049711,TRUE,8/17/2023 3:12,2023-LCS-NWA-160823-001A,8/17/2023,3:12,,
1692256440,3.42,22.504,1.155,0.957,7450-770855,TRUE,8/17/2023 3:14,2023-LCS-NWA-160823-005A,8/17/2023,3:14,,
1692256620,3.41,22.839,5.491,0.971,7450-064567,TRUE,8/17/2023 3:17,2023-LCS-NWA-160823-006A,8/17/2023,3:17,,
1692256860,3.45,22.263,0.043,0.967,7450-778298,TRUE,8/17/2023 3:21,2023-LCS-NWA-160823-003A,8/17/2023,3:21,,
1692256920,3.43,21.372,0.543,0.906,7450-049711,TRUE,8/17/2023 3:22,2023-LCS-NWA-160823-001A,8/17/2023,3:22,,
1692257040,3.43,22.454,1.09,0.956,7450-770855,TRUE,8/17/2023 3:24,2023-LCS-NWA-160823-005A,8/17/2023,3:24,,
1692257220,3.41,22.814,5.373,0.971,7450-064567,TRUE,8/17/2023 3:27,2023-LCS-NWA-160823-006A,8/17/2023,3:27,,
1692257460,3.45,22.229,0.035,0.967,7450-778298,TRUE,8/17/2023 3:31,2023-LCS-NWA-160823-003A,8/17/2023,3:31,,
1692257520,3.43,21.338,0.516,0.905,7450-049711,TRUE,8/17/2023 3:32,2023-LCS-NWA-160823-001A,8/17/2023,3:32,,
1692257640,3.43,22.429,1.068,0.955,7450-770855,TRUE,8/17/2023 3:34,2023-LCS-NWA-160823-005A,8/17/2023,3:34,,
1692257820,3.41,22.781,5.311,0.972,7450-064567,TRUE,8/17/2023 3:37,2023-LCS-NWA-160823-006A,8/17/2023,3:37,,
1692258060,3.45,22.187,0.036,0.967,7450-778298,TRUE,8/17/2023 3:41,2023-LCS-NWA-160823-003A,8/17/2023,3:41,,
1692258120,3.43,21.313,0.538,0.906,7450-049711,TRUE,8/17/2023 3:42,2023-LCS-NWA-160823-001A,8/17/2023,3:42,,
1692258240,3.42,22.395,1.041,0.955,7450-770855,TRUE,8/17/2023 3:44,2023-LCS-NWA-160823-005A,8/17/2023,3:44,,
1692258420,3.41,22.756,5.332,0.971,7450-064567,TRUE,8/17/2023 3:47,2023-LCS-NWA-160823-006A,8/17/2023,3:47,,
1692258660,3.45,22.187,0.038,0.967,7450-778298,TRUE,8/17/2023 3:51,2023-LCS-NWA-160823-003A,8/17/2023,3:51,,
1692258720,3.43,21.271,0.524,0.905,7450-049711,TRUE,8/17/2023 3:52,2023-LCS-NWA-160823-001A,8/17/2023,3:52,,
1692258840,3.42,22.37,1.083,0.956,7450-770855,TRUE,8/17/2023 3:54,2023-LCS-NWA-160823-005A,8/17/2023,3:54,,
1692259020,3.41,22.722,5.165,0.971,7450-064567,TRUE,8/17/2023 3:57,2023-LCS-NWA-160823-006A,8/17/2023,3:57,,
1692259260,3.45,22.162,0.045,0.967,7450-778298,TRUE,8/17/2023 4:01,2023-LCS-NWA-160823-003A,8/17/2023,4:01,,
1692259320,3.43,21.246,0.507,0.905,7450-049711,TRUE,8/17/2023 4:02,2023-LCS-NWA-160823-001A,8/17/2023,4:02,,
1692259440,3.43,22.337,1.045,0.955,7450-770855,TRUE,8/17/2023 4:04,2023-LCS-NWA-160823-005A,8/17/2023,4:04,,
1692259620,3.42,22.689,4.983,0.972,7450-064567,TRUE,8/17/2023 4:07,2023-LCS-NWA-160823-006A,8/17/2023,4:07,,
1692259860,3.45,22.129,0.038,0.967,7450-778298,TRUE,8/17/2023 4:11,2023-LCS-NWA-160823-003A,8/17/2023,4:11,,
1692259920,3.43,21.221,0.47,0.904,7450-049711,TRUE,8/17/2023 4:12,2023-LCS-NWA-160823-001A,8/17/2023,4:12,,
1692260040,3.43,22.328,0.953,0.953,7450-770855,TRUE,8/17/2023 4:14,2023-LCS-NWA-160823-005A,8/17/2023,4:14,,
1692260220,3.42,22.655,4.983,0.971,7450-064567,TRUE,8/17/2023 4:17,2023-LCS-NWA-160823-006A,8/17/2023,4:17,,
1692260460,3.45,22.104,0.042,0.967,7450-778298,TRUE,8/17/2023 4:21,2023-LCS-NWA-160823-003A,8/17/2023,4:21,,
1692260520,3.43,21.179,0.452,0.904,7450-049711,TRUE,8/17/2023 4:22,2023-LCS-NWA-160823-001A,8/17/2023,4:22,,
1692260640,3.43,22.287,0.958,0.954,7450-770855,TRUE,8/17/2023 4:24,2023-LCS-NWA-160823-005A,8/17/2023,4:24,,
1692260820,3.42,22.63,4.909,0.972,7450-064567,TRUE,8/17/2023 4:27,2023-LCS-NWA-160823-006A,8/17/2023,4:27,,
1692261060,3.45,22.079,0.04,0.967,7450-778298,TRUE,8/17/2023 4:31,2023-LCS-NWA-160823-003A,8/17/2023,4:31,,
1692261120,3.43,21.129,0.48,0.904,7450-049711,TRUE,8/17/2023 4:32,2023-LCS-NWA-160823-001A,8/17/2023,4:32,,
1692261240,3.43,22.27,0.918,0.954,7450-770855,TRUE,8/17/2023 4:34,2023-LCS-NWA-160823-005A,8/17/2023,4:34,,
1692261420,3.42,22.597,4.896,0.972,7450-064567,TRUE,8/17/2023 4:37,2023-LCS-NWA-160823-006A,8/17/2023,4:37,,
1692261660,3.45,22.045,0.039,0.967,7450-778298,TRUE,8/17/2023 4:41,2023-LCS-NWA-160823-003A,8/17/2023,4:41,,
1692261720,3.42,21.096,0.493,0.904,7450-049711,TRUE,8/17/2023 4:42,2023-LCS-NWA-160823-001A,8/17/2023,4:42,,
1692261840,3.43,22.253,0.805,0.952,7450-770855,TRUE,8/17/2023 4:44,2023-LCS-NWA-160823-005A,8/17/2023,4:44,,
1692262020,3.42,22.547,4.59,0.972,7450-064567,TRUE,8/17/2023 4:47,2023-LCS-NWA-160823-006A,8/17/2023,4:47,,
1692262260,3.45,22.012,0.041,0.967,7450-778298,TRUE,8/17/2023 4:51,2023-LCS-NWA-160823-003A,8/17/2023,4:51,,
1692262320,3.42,21.071,0.45,0.904,7450-049711,TRUE,8/17/2023 4:52,2023-LCS-NWA-160823-001A,8/17/2023,4:52,,
1692262440,3.42,22.195,0.849,0.953,7450-770855,TRUE,8/17/2023 4:54,2023-LCS-NWA-160823-005A,8/17/2023,4:54,,
1692262620,3.42,22.496,4.506,0.971,7450-064567,TRUE,8/17/2023 4:57,2023-LCS-NWA-160823-006A,8/17/2023,4:57,,
1692262860,3.45,21.987,0.039,0.967,7450-778298,TRUE,8/17/2023 5:01,2023-LCS-NWA-160823-003A,8/17/2023,5:01,,
1692262920,3.42,21.046,0.38,0.902,7450-049711,TRUE,8/17/2023 5:02,2023-LCS-NWA-160823-001A,8/17/2023,5:02,,
1692263040,3.42,22.203,0.702,0.951,7450-770855,TRUE,8/17/2023 5:04,2023-LCS-NWA-160823-005A,8/17/2023,5:04,,
1692263220,3.42,22.48,4.389,0.971,7450-064567,TRUE,8/17/2023 5:07,2023-LCS-NWA-160823-006A,8/17/2023,5:07,,
1692263460,3.45,21.928,0.044,0.967,7450-778298,TRUE,8/17/2023 5:11,2023-LCS-NWA-160823-003A,8/17/2023,5:11,,
1692263520,3.42,21.02,0.376,0.902,7450-049711,TRUE,8/17/2023 5:12,2023-LCS-NWA-160823-001A,8/17/2023,5:12,,
1692263640,3.42,22.17,0.549,0.948,7450-770855,TRUE,8/17/2023 5:14,2023-LCS-NWA-160823-005A,8/17/2023,5:14,,
1692263820,3.42,22.438,4.329,0.971,7450-064567,TRUE,8/17/2023 5:17,2023-LCS-NWA-160823-006A,8/17/2023,5:17,,
1692264060,3.45,21.911,0.035,0.967,7450-778298,TRUE,8/17/2023 5:21,2023-LCS-NWA-160823-003A,8/17/2023,5:21,,
1692264120,3.42,20.979,0.361,0.902,7450-049711,TRUE,8/17/2023 5:22,2023-LCS-NWA-160823-001A,8/17/2023,5:22,,
1692264240,3.42,22.136,0.654,0.95,7450-770855,TRUE,8/17/2023 5:24,2023-LCS-NWA-160823-005A,8/17/2023,5:24,,
1692264420,3.42,22.388,4.318,0.972,7450-064567,TRUE,8/17/2023 5:27,2023-LCS-NWA-160823-006A,8/17/2023,5:27,,
1692264660,3.45,21.895,0.038,0.967,7450-778298,TRUE,8/17/2023 5:31,2023-LCS-NWA-160823-003A,8/17/2023,5:31,,
1692264720,3.42,20.945,0.314,0.9,7450-049711,TRUE,8/17/2023 5:32,2023-LCS-NWA-160823-001A,8/17/2023,5:32,,
1692264840,3.42,22.12,0.441,0.946,7450-770855,TRUE,8/17/2023 5:34,2023-LCS-NWA-160823-005A,8/17/2023,5:34,,
1692265020,3.42,22.338,4.217,0.972,7450-064567,TRUE,8/17/2023 5:37,2023-LCS-NWA-160823-006A,8/17/2023,5:37,,
1692265260,3.45,21.853,0.032,0.967,7450-778298,TRUE,8/17/2023 5:41,2023-LCS-NWA-160823-003A,8/17/2023,5:41,,
1692265320,3.42,20.92,0.293,0.9,7450-049711,TRUE,8/17/2023 5:42,2023-LCS-NWA-160823-001A,8/17/2023,5:42,,
1692265440,3.42,22.078,0.421,0.945,7450-770855,TRUE,8/17/2023 5:44,2023-LCS-NWA-160823-005A,8/17/2023,5:44,,
1692265620,3.42,22.304,4.225,0.972,7450-064567,TRUE,8/17/2023 5:47,2023-LCS-NWA-160823-006A,8/17/2023,5:47,,
1692265860,3.45,21.836,0.035,0.967,7450-778298,TRUE,8/17/2023 5:51,2023-LCS-NWA-160823-003A,8/17/2023,5:51,,
1692265920,3.42,20.887,0.282,0.9,7450-049711,TRUE,8/17/2023 5:52,2023-LCS-NWA-160823-001A,8/17/2023,5:52,,
1692266040,3.42,22.053,0.529,0.948,7450-770855,TRUE,8/17/2023 5:54,2023-LCS-NWA-160823-005A,8/17/2023,5:54,,
1692266220,3.42,22.287,4.16,0.972,7450-064567,TRUE,8/17/2023 5:57,2023-LCS-NWA-160823-006A,8/17/2023,5:57,,
1692266460,3.45,21.811,0.033,0.967,7450-778298,TRUE,8/17/2023 6:01,2023-LCS-NWA-160823-003A,8/17/2023,6:01,,
1692266520,3.42,20.862,0.263,0.899,7450-049711,TRUE,8/17/2023 6:02,2023-LCS-NWA-160823-001A,8/17/2023,6:02,,
1692266640,3.42,22.044,0.324,0.943,7450-770855,TRUE,8/17/2023 6:04,2023-LCS-NWA-160823-005A,8/17/2023,6:04,,
1692266820,3.42,22.254,4.082,0.972,7450-064567,TRUE,8/17/2023 6:07,2023-LCS-NWA-160823-006A,8/17/2023,6:07,,
1692267060,3.45,21.769,0.032,0.967,7450-778298,TRUE,8/17/2023 6:11,2023-LCS-NWA-160823-003A,8/17/2023,6:11,,
1692267120,3.42,20.828,0.241,0.899,7450-049711,TRUE,8/17/2023 6:12,2023-LCS-NWA-160823-001A,8/17/2023,6:12,,
1692267240,3.42,22.003,0.26,0.942,7450-770855,TRUE,8/17/2023 6:14,2023-LCS-NWA-160823-005A,8/17/2023,6:14,,
1692267420,3.41,22.204,3.965,0.972,7450-064567,TRUE,8/17/2023 6:17,2023-LCS-NWA-160823-006A,8/17/2023,6:17,,
1692267660,3.45,21.744,0.032,0.967,7450-778298,TRUE,8/17/2023 6:21,2023-LCS-NWA-160823-003A,8/17/2023,6:21,,
1692267720,3.42,20.795,0.218,0.898,7450-049711,TRUE,8/17/2023 6:22,2023-LCS-NWA-160823-001A,8/17/2023,6:22,,
1692267840,3.42,21.961,0.299,0.942,7450-770855,TRUE,8/17/2023 6:24,2023-LCS-NWA-160823-005A,8/17/2023,6:24,,
1692268020,3.41,22.179,3.852,0.972,7450-064567,TRUE,8/17/2023 6:27,2023-LCS-NWA-160823-006A,8/17/2023,6:27,,
1692268260,3.45,21.727,0.029,0.966,7450-778298,TRUE,8/17/2023 6:31,2023-LCS-NWA-160823-003A,8/17/2023,6:31,,
1692268320,3.42,20.803,0.19,0.897,7450-049711,TRUE,8/17/2023 6:32,2023-LCS-NWA-160823-001A,8/17/2023,6:32,,
1692268440,3.42,21.919,0.428,0.945,7450-770855,TRUE,8/17/2023 6:34,2023-LCS-NWA-160823-005A,8/17/2023,6:34,,
1692268620,3.41,22.129,3.871,0.972,7450-064567,TRUE,8/17/2023 6:37,2023-LCS-NWA-160823-006A,8/17/2023,6:37,,
1692268860,3.45,21.694,0.032,0.967,7450-778298,TRUE,8/17/2023 6:41,2023-LCS-NWA-160823-003A,8/17/2023,6:41,,
1692268920,3.42,20.744,0.205,0.898,7450-049711,TRUE,8/17/2023 6:42,2023-LCS-NWA-160823-001A,8/17/2023,6:42,,
1692269040,3.42,21.911,0.345,0.944,7450-770855,TRUE,8/17/2023 6:44,2023-LCS-NWA-160823-005A,8/17/2023,6:44,,
1692269220,3.41,22.103,3.856,0.972,7450-064567,TRUE,8/17/2023 6:47,2023-LCS-NWA-160823-006A,8/17/2023,6:47,,
1692269460,3.45,21.677,0.028,0.966,7450-778298,TRUE,8/17/2023 6:51,2023-LCS-NWA-160823-003A,8/17/2023,6:51,,
1692269520,3.42,20.744,0.165,0.897,7450-049711,TRUE,8/17/2023 6:52,2023-LCS-NWA-160823-001A,8/17/2023,6:52,,
1692269640,3.42,21.861,0.39,0.945,7450-770855,TRUE,8/17/2023 6:54,2023-LCS-NWA-160823-005A,8/17/2023,6:54,,
1692269820,3.41,22.103,3.85,0.972,7450-064567,TRUE,8/17/2023 6:57,2023-LCS-NWA-160823-006A,8/17/2023,6:57,,
1692270060,3.45,21.644,0.025,0.966,7450-778298,TRUE,8/17/2023 7:01,2023-LCS-NWA-160823-003A,8/17/2023,7:01,,
1692270120,3.42,20.719,0.142,0.896,7450-049711,TRUE,8/17/2023 7:02,2023-LCS-NWA-160823-001A,8/17/2023,7:02,,
1692270240,3.42,21.835,0.416,0.944,7450-770855,TRUE,8/17/2023 7:04,2023-LCS-NWA-160823-005A,8/17/2023,7:04,,
1692270420,3.41,22.062,3.823,0.972,7450-064567,TRUE,8/17/2023 7:07,2023-LCS-NWA-160823-006A,8/17/2023,7:07,,
1692270660,3.45,21.619,0.025,0.966,7450-778298,TRUE,8/17/2023 7:11,2023-LCS-NWA-160823-003A,8/17/2023,7:11,,
1692270720,3.42,20.694,0.135,0.897,7450-049711,TRUE,8/17/2023 7:12,2023-LCS-NWA-160823-001A,8/17/2023,7:12,,
1692270840,3.42,21.802,0.284,0.942,7450-770855,TRUE,8/17/2023 7:14,2023-LCS-NWA-160823-005A,8/17/2023,7:14,,
1692271020,3.41,22.011,3.723,0.972,7450-064567,TRUE,8/17/2023 7:17,2023-LCS-NWA-160823-006A,8/17/2023,7:17,,
1692271260,3.45,21.585,0.027,0.967,7450-778298,TRUE,8/17/2023 7:21,2023-LCS-NWA-160823-003A,8/17/2023,7:21,,
1692271320,3.42,20.669,0.033,0.896,7450-049711,TRUE,8/17/2023 7:22,2023-LCS-NWA-160823-001A,8/17/2023,7:22,,
1692271440,3.42,21.76,0.469,0.946,7450-770855,TRUE,8/17/2023 7:24,2023-LCS-NWA-160823-005A,8/17/2023,7:24,,
1692271620,3.41,21.986,3.732,0.972,7450-064567,TRUE,8/17/2023 7:27,2023-LCS-NWA-160823-006A,8/17/2023,7:27,,
1692271860,3.45,21.593,0.025,0.966,7450-778298,TRUE,8/17/2023 7:31,2023-LCS-NWA-160823-003A,8/17/2023,7:31,,
1692271920,3.42,20.661,0.036,0.896,7450-049711,TRUE,8/17/2023 7:32,2023-LCS-NWA-160823-001A,8/17/2023,7:32,,
1692272040,3.42,21.735,0.393,0.944,7450-770855,TRUE,8/17/2023 7:34,2023-LCS-NWA-160823-005A,8/17/2023,7:34,,
1692272220,3.41,21.986,3.696,0.972,7450-064567,TRUE,8/17/2023 7:37,2023-LCS-NWA-160823-006A,8/17/2023,7:37,,
1692272460,3.45,21.56,0.024,0.966,7450-778298,TRUE,8/17/2023 7:41,2023-LCS-NWA-160823-003A,8/17/2023,7:41,,
1692272520,3.42,20.652,0.04,0.896,7450-049711,TRUE,8/17/2023 7:42,2023-LCS-NWA-160823-001A,8/17/2023,7:42,,
1692272640,3.42,21.727,0.424,0.945,7450-770855,TRUE,8/17/2023 7:44,2023-LCS-NWA-160823-005A,8/17/2023,7:44,,
1692272820,3.41,22.02,3.734,0.972,7450-064567,TRUE,8/17/2023 7:47,2023-LCS-NWA-160823-006A,8/17/2023,7:47,,
1692273060,3.45,21.535,0.023,0.966,7450-778298,TRUE,8/17/2023 7:51,2023-LCS-NWA-160823-003A,8/17/2023,7:51,,
1692273120,3.42,20.678,0.041,0.896,7450-049711,TRUE,8/17/2023 7:52,2023-LCS-NWA-160823-001A,8/17/2023,7:52,,
1692273240,3.42,21.702,0.839,0.953,7450-770855,TRUE,8/17/2023 7:54,2023-LCS-NWA-160823-005A,8/17/2023,7:54,,
1692273420,3.41,22.045,3.705,0.972,7450-064567,TRUE,8/17/2023 7:57,2023-LCS-NWA-160823-006A,8/17/2023,7:57,,
1692273660,3.45,21.535,0.023,0.966,7450-778298,TRUE,8/17/2023 8:01,2023-LCS-NWA-160823-003A,8/17/2023,8:01,,
1692273720,3.42,20.644,0.042,0.896,7450-049711,TRUE,8/17/2023 8:02,2023-LCS-NWA-160823-001A,8/17/2023,8:02,,
1692273840,3.42,21.677,0.738,0.951,7450-770855,TRUE,8/17/2023 8:04,2023-LCS-NWA-160823-005A,8/17/2023,8:04,,
1692274020,3.41,22.103,3.801,0.972,7450-064567,TRUE,8/17/2023 8:07,2023-LCS-NWA-160823-006A,8/17/2023,8:07,,
1692274260,3.45,21.51,0.025,0.966,7450-778298,TRUE,8/17/2023 8:11,2023-LCS-NWA-160823-003A,8/17/2023,8:11,,
1692274320,3.42,20.644,0.044,0.896,7450-049711,TRUE,8/17/2023 8:12,2023-LCS-NWA-160823-001A,8/17/2023,8:12,,
1692274440,3.42,21.66,0.786,0.952,7450-770855,TRUE,8/17/2023 8:14,2023-LCS-NWA-160823-005A,8/17/2023,8:14,,
1692274620,3.41,22.087,3.91,0.971,7450-064567,TRUE,8/17/2023 8:17,2023-LCS-NWA-160823-006A,8/17/2023,8:17,,
1692274860,3.45,21.518,0.023,0.966,7450-778298,TRUE,8/17/2023 8:21,2023-LCS-NWA-160823-003A,8/17/2023,8:21,,
1692274920,3.42,20.627,0.045,0.896,7450-049711,TRUE,8/17/2023 8:22,2023-LCS-NWA-160823-001A,8/17/2023,8:22,,
1692275040,3.42,21.66,0.606,0.949,7450-770855,TRUE,8/17/2023 8:24,2023-LCS-NWA-160823-005A,8/17/2023,8:24,,
1692275220,3.41,22.103,4.039,0.972,7450-064567,TRUE,8/17/2023 8:27,2023-LCS-NWA-160823-006A,8/17/2023,8:27,,
1692275460,3.45,21.51,0.022,0.966,7450-778298,TRUE,8/17/2023 8:31,2023-LCS-NWA-160823-003A,8/17/2023,8:31,,
1692275520,3.42,20.611,0.075,0.897,7450-049711,TRUE,8/17/2023 8:32,2023-LCS-NWA-160823-001A,8/17/2023,8:32,,
1692275640,3.42,21.66,0.682,0.951,7450-770855,TRUE,8/17/2023 8:34,2023-LCS-NWA-160823-005A,8/17/2023,8:34,,
1692275820,3.41,22.103,4.343,0.971,7450-064567,TRUE,8/17/2023 8:37,2023-LCS-NWA-160823-006A,8/17/2023,8:37,,
,,,,,,FISH,8/17/2023 8:38,2023-LCS-NWA-160823-001A,8/17/2023,8:38,,
1692276060,3.45,21.485,0.026,0.966,7450-778298,TRUE,8/17/2023 8:41,2023-LCS-NWA-160823-003A,8/17/2023,8:41,,
1692276120,3.42,20.644,0.056,0.895,7450-049711,FALSE,8/17/2023 8:42,2023-LCS-NWA-160823-001A,8/17/2023,8:42,,
1692276240,3.42,21.652,0.565,0.948,7450-770855,TRUE,8/17/2023 8:44,2023-LCS-NWA-160823-005A,8/17/2023,8:44,,
1692276420,3.41,22.12,4.572,0.971,7450-064567,TRUE,8/17/2023 8:47,2023-LCS-NWA-160823-006A,8/17/2023,8:47,,
1692276660,3.45,21.485,0.026,0.966,7450-778298,TRUE,8/17/2023 8:51,2023-LCS-NWA-160823-003A,8/17/2023,8:51,,
1692276720,3.42,20.711,2.466,0.915,7450-049711,FALSE,8/17/2023 8:52,2023-LCS-NWA-160823-001A,8/17/2023,8:52,,
1692276840,3.42,21.677,0.562,0.948,7450-770855,TRUE,8/17/2023 8:54,2023-LCS-NWA-160823-005A,8/17/2023,8:54,,
1692277020,3.41,22.17,4.949,0.97,7450-064567,TRUE,8/17/2023 8:57,2023-LCS-NWA-160823-006A,8/17/2023,8:57,,
1692277260,3.45,21.476,0.025,0.966,7450-778298,TRUE,8/17/2023 9:01,2023-LCS-NWA-160823-003A,8/17/2023,9:01,,
1692277440,3.42,21.735,0.66,0.95,7450-770855,TRUE,8/17/2023 9:04,2023-LCS-NWA-160823-005A,8/17/2023,9:04,,
1692277620,3.41,22.22,4.978,0.971,7450-064567,TRUE,8/17/2023 9:07,2023-LCS-NWA-160823-006A,8/17/2023,9:07,,
1692277860,3.45,21.485,0.022,0.966,7450-778298,TRUE,8/17/2023 9:11,2023-LCS-NWA-160823-003A,8/17/2023,9:11,,
1692278040,3.42,21.785,0.783,0.952,7450-770855,TRUE,8/17/2023 9:14,2023-LCS-NWA-160823-005A,8/17/2023,9:14,,
1692278220,3.41,22.287,5.292,0.97,7450-064567,TRUE,8/17/2023 9:17,2023-LCS-NWA-160823-006A,8/17/2023,9:17,,
1692278460,3.45,21.493,0.022,0.966,7450-778298,TRUE,8/17/2023 9:21,2023-LCS-NWA-160823-003A,8/17/2023,9:21,,
1692278640,3.42,21.844,1.004,0.955,7450-770855,TRUE,8/17/2023 9:24,2023-LCS-NWA-160823-005A,8/17/2023,9:24,,
1692278820,3.41,22.338,5.56,0.97,7450-064567,TRUE,8/17/2023 9:27,2023-LCS-NWA-160823-006A,8/17/2023,9:27,,
1692279060,3.45,21.476,0.022,0.966,7450-778298,TRUE,8/17/2023 9:31,2023-LCS-NWA-160823-003A,8/17/2023,9:31,,
1692279240,3.42,21.886,1.262,0.958,7450-770855,TRUE,8/17/2023 9:34,2023-LCS-NWA-160823-005A,8/17/2023,9:34,,
