,Field.Number,Project.Name,Project,Bin.Number,Number.Captured,Species,Minimum..mm.,Maximum..mm.,Year,Historical.Project.Code,Date,Day,Month,Date.fished,Waterbody.Name,Start.Time,Stop.Time,Start.Latitude,Start.Longitude,Gear,Effort,Quantification.of.Effort,Air.Temperature,Water.Temperature,Conductivity,Dissolved.Oxygen,pH,Secchi.Tube...measured,Secchi.Tube..m.,Turbidity..ntu.,Stream.Width..m.,Distance.From.Shore..m.,Sample.Area.Width..m.,Sample.Area.Length..m.,Dominant.Vegetation,Floodplain.Use,Bank.Slope....,Channel.Cover....,Weather.Conditions,Wind.Speed..km.h.,Wind.Direction,Weather.Notes,Organic,Clay,Silt,Sand,Gravel,Cobble,Boulder,Bedrock,Hardpan,Rubble,Concrete,ND,Dominant_substrate,Emergent,Floating,Submerged,Open.Water,Not_recorded_aqua_veg,Dominant_aqua_veg,Deciduous,Coniferous,Herbaceous,shrubs,None,tbl1.4_riparian_veg.Unknown,Not.recorded,Dominant_riparian_veg,Aquatic.Animal.Notes,Description.of.Gear,Narrative.Locality.Description,Notes_SpeciesID,Final.Notes,Mean_depth_m
417,2024-LCS-NWA-070824-003A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,4,Lepomis macrochirus,42,91,2024,E-03,7-Aug-24,7,8,8-Aug-24,St. Clair NWA - East Cell SCU,1:15:00 PM,10:59:00 AM,42.366877,-82.399667,MFN,21.73,hours,26.1,21.425,385.2,3,7.34,TRUE,NA,1.85,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Sunny,16.1,ENE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,20,10,30,40,NA,Open Water,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: TRUE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: YELLOW; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.756666667
418,2024-LCS-NWA-070824-004A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,1,Micropterus nigricans,68,68,2024,E-04,7-Aug-24,7,8,8-Aug-24,St. Clair NWA - East Cell SCU,1:54:00 PM,12:42:00 PM,42.36479,-82.403185,MFN,22.8,hours,29.6,20.885,373.7,1.18,7.06,FALSE,1.12,10.82,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Sunny,10.6,ENE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,25,50,20,5,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 3 (0.4-0.7m), Logger: PINK; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.716666667
419,2024-LCS-NWA-070824-004A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,2,Pomoxis nigromaculatus,51,58,2024,E-04,7-Aug-24,7,8,8-Aug-24,St. Clair NWA - East Cell SCU,1:54:00 PM,12:42:00 PM,42.36479,-82.403185,MFN,22.8,hours,29.6,20.885,373.7,1.18,7.06,FALSE,1.12,10.82,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Sunny,10.6,ENE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,25,50,20,5,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 3 (0.4-0.7m), Logger: PINK; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.716666667
420,2024-LCS-NWA-070824-004A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,1,Lepomis gibbosus,102,102,2024,E-04,7-Aug-24,7,8,8-Aug-24,St. Clair NWA - East Cell SCU,1:54:00 PM,12:42:00 PM,42.36479,-82.403185,MFN,22.8,hours,29.6,20.885,373.7,1.18,7.06,FALSE,1.12,10.82,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Sunny,10.6,ENE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,25,50,20,5,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 3 (0.4-0.7m), Logger: PINK; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.716666667
421,2024-LCS-NWA-070824-005A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,2,Amia ocellicauda,461,497,2024,E-05,7-Aug-24,7,8,8-Aug-24,St. Clair NWA - East Cell SCU,2:23:00 PM,1:05:00 PM,42.363931,-82.40205,MFN,22.7,hours,24.7,22.044,384.7,1.46,7.1,FALSE,0.85,8.32,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Sunny,10.2,ENE,Roasty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,45,25,25,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: NONE; Net notes: single wing","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.96
422,2024-LCS-NWA-070824-005A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,1,Micropterus nigricans,70,70,2024,E-05,7-Aug-24,7,8,8-Aug-24,St. Clair NWA - East Cell SCU,2:23:00 PM,1:05:00 PM,42.363931,-82.40205,MFN,22.7,hours,24.7,22.044,384.7,1.46,7.1,FALSE,0.85,8.32,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Sunny,10.2,ENE,Roasty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,45,25,25,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: NONE; Net notes: single wing","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.96
423,2024-LCS-NWA-080824-001A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,2,Lepomis gibbosus,110,162,2024,E-06,8-Aug-24,8,8,9-Aug-24,St. Clair NWA - East Cell SCU,2:21:00 PM,8:23:00 AM,42.361366,-82.405036,MFN,18.03,hours,29,21.989,382.8,1.75,7.48,TRUE,NA,0.76,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,10,70,20,0,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: NONE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",1.103333333
424,2024-LCS-NWA-080824-001A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,2,Pomoxis nigromaculatus,67,72,2024,E-06,8-Aug-24,8,8,9-Aug-24,St. Clair NWA - East Cell SCU,2:21:00 PM,8:23:00 AM,42.361366,-82.405036,MFN,18.03,hours,29,21.989,382.8,1.75,7.48,TRUE,NA,0.76,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,10,70,20,0,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: NONE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",1.103333333
425,2024-LCS-NWA-080824-001A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,4,Lepomis macrochirus,101,160,2024,E-06,8-Aug-24,8,8,9-Aug-24,St. Clair NWA - East Cell SCU,2:21:00 PM,8:23:00 AM,42.361366,-82.405036,MFN,18.03,hours,29,21.989,382.8,1.75,7.48,TRUE,NA,0.76,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,10,70,20,0,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: NONE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",1.103333333
426,2024-LCS-NWA-080824-001A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,2,Micropterus nigricans,56,56,2024,E-06,8-Aug-24,8,8,9-Aug-24,St. Clair NWA - East Cell SCU,2:21:00 PM,8:23:00 AM,42.361366,-82.405036,MFN,18.03,hours,29,21.989,382.8,1.75,7.48,TRUE,NA,0.76,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,10,70,20,0,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: NONE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",1.103333333
427,2024-LCS-NWA-080824-002A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,5,Lepomis gibbosus,77,115,2024,E-07,8-Aug-24,8,8,9-Aug-24,St. Clair NWA - East Cell SCU,2:48:00 PM,8:47:00 AM,42.364827,-82.404532,MFN,17.98,hours,30.5,20.538,357.9,2.13,7.33,TRUE,NA,2.27,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,2,NW,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,10,30,55,5,NA,Submerged,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: BLUE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",1.193333333
428,2024-LCS-NWA-080824-003A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,4,Micropterus nigricans,56,71,2024,E-08,8-Aug-24,8,8,9-Aug-24,St. Clair NWA - East Cell SCU,3:15:00 PM,9:06:00 AM,42.369024,-82.401962,MFN,17.85,hours,28.9,20.558,348.1,2.33,7.29,TRUE,NA,3.08,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,3.5,NE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,25,65,5,NA,Submerged,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: YELLOW; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",1.293333333
429,2024-LCS-NWA-080824-003A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,3,Pomoxis nigromaculatus,64,255,2024,E-08,8-Aug-24,8,8,9-Aug-24,St. Clair NWA - East Cell SCU,3:15:00 PM,9:06:00 AM,42.369024,-82.401962,MFN,17.85,hours,28.9,20.558,348.1,2.33,7.29,TRUE,NA,3.08,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,3.5,NE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,25,65,5,NA,Submerged,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: YELLOW; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",1.293333333
430,2024-LCS-NWA-080824-003A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,2,Lepomis gibbosus,109,122,2024,E-08,8-Aug-24,8,8,9-Aug-24,St. Clair NWA - East Cell SCU,3:15:00 PM,9:06:00 AM,42.369024,-82.401962,MFN,17.85,hours,28.9,20.558,348.1,2.33,7.29,TRUE,NA,3.08,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,3.5,NE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,25,65,5,NA,Submerged,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: YELLOW; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",1.293333333
431,2024-LCS-NWA-080824-003A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,2,Notemigonus crysoleucas,86,94,2024,E-08,8-Aug-24,8,8,9-Aug-24,St. Clair NWA - East Cell SCU,3:15:00 PM,9:06:00 AM,42.369024,-82.401962,MFN,17.85,hours,28.9,20.558,348.1,2.33,7.29,TRUE,NA,3.08,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,3.5,NE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,25,65,5,NA,Submerged,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: YELLOW; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",1.293333333
432,2024-LCS-NWA-080824-004A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,8,Lepomis gibbosus,82,183,2024,E-09,8-Aug-24,8,8,9-Aug-24,St. Clair NWA - East Cell SCU,3:39:00 PM,9:31:00 AM,42.372785,-82.398606,MFN,17.87,hours,30.3,21.877,286.2,3.81,7.23,TRUE,NA,2.77,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,2,NE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,55,25,15,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: PINK; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.93
433,2024-LCS-NWA-080824-004A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,1,Esox lucius,365,365,2024,E-09,8-Aug-24,8,8,9-Aug-24,St. Clair NWA - East Cell SCU,3:39:00 PM,9:31:00 AM,42.372785,-82.398606,MFN,17.87,hours,30.3,21.877,286.2,3.81,7.23,TRUE,NA,2.77,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,2,NE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,55,25,15,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: PINK; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.93
434,2024-LCS-NWA-080824-004A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,2,Micropterus nigricans,60,75,2024,E-09,8-Aug-24,8,8,9-Aug-24,St. Clair NWA - East Cell SCU,3:39:00 PM,9:31:00 AM,42.372785,-82.398606,MFN,17.87,hours,30.3,21.877,286.2,3.81,7.23,TRUE,NA,2.77,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Cloudy,2,NE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,55,25,15,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: PINK; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.93
435,2024-LCS-NWA-080824-005A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,1,Amia ocellicauda,415,415,2024,E-10,8-Aug-24,8,8,9-Aug-24,St. Clair NWA - East Cell SCU,4:03:00 PM,10:00:00 AM,42.37711,-82.400437,MFN,17.95,hours,29.9,24.495,372.3,10.56,7.95,TRUE,NA,2.61,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Mixed sun and cloud,4.4,NE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,50,40,5,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: CLEAR; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.94
436,2024-LCS-NWA-080824-005A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,8,Lepomis gibbosus,32,166,2024,E-10,8-Aug-24,8,8,9-Aug-24,St. Clair NWA - East Cell SCU,4:03:00 PM,10:00:00 AM,42.37711,-82.400437,MFN,17.95,hours,29.9,24.495,372.3,10.56,7.95,TRUE,NA,2.61,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Mixed sun and cloud,4.4,NE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,50,40,5,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: CLEAR; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.94
437,2024-LCS-NWA-080824-005A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,3,Lepomis macrochirus,82,175,2024,E-10,8-Aug-24,8,8,9-Aug-24,St. Clair NWA - East Cell SCU,4:03:00 PM,10:00:00 AM,42.37711,-82.400437,MFN,17.95,hours,29.9,24.495,372.3,10.56,7.95,TRUE,NA,2.61,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Mixed sun and cloud,4.4,NE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,50,40,5,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: CLEAR; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.94
438,2024-LCS-NWA-080824-005A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,3,Pomoxis nigromaculatus,221,251,2024,E-10,8-Aug-24,8,8,9-Aug-24,St. Clair NWA - East Cell SCU,4:03:00 PM,10:00:00 AM,42.37711,-82.400437,MFN,17.95,hours,29.9,24.495,372.3,10.56,7.95,TRUE,NA,2.61,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Mixed sun and cloud,4.4,NE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,50,40,5,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: CLEAR; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.94
439,2024-LCS-NWA-080824-005A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,1,Micropterus nigricans,170,170,2024,E-10,8-Aug-24,8,8,9-Aug-24,St. Clair NWA - East Cell SCU,4:03:00 PM,10:00:00 AM,42.37711,-82.400437,MFN,17.95,hours,29.9,24.495,372.3,10.56,7.95,TRUE,NA,2.61,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Mixed sun and cloud,4.4,NE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,50,40,5,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: CLEAR; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.94
440,2024-LCS-NWA-120824-001A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,6,Micropterus nigricans,51,69,2024,E-11,12-Aug-24,12,8,13-Aug-24,St. Clair NWA - East Cell SCU,12:28:00 PM,8:12:00 AM,42.371916,-82.392917,MFN,19.7,hours,20.8,19.812,359.5,2,7.36,FALSE,0.76,1.28,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Sunny,4.3,W,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,40,30,25,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: YELLOW; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.743333333
441,2024-LCS-NWA-120824-001A,2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,1,10,Lepomis gibbosus,70,144,2024,E-11,12-Aug-24,12,8,13-Aug-24,St. Clair NWA - East Cell SCU,12:28:00 PM,8:12:00 AM,42.371916,-82.392917,MFN,19.7,hours,20.8,19.812,359.5,2,7.36,FALSE,0.76,1.28,NA,0,NA,7.62,,Less disturbed - Wetland,NA,NA,Sunny,4.3,W,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,5,40,30,25,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: YELLOW; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable",0.743333333
