Field.Number,Year,Species,Common.Name,Weight_g,Volume_mL,Cell,Rake_depth_m,SAV_category,Algae_category
2024-LCS-NWA-150824-005A,2024,Potamogeton robbinsii,Fern pondweed,,,East cell,1.32,3,0
2024-LCS-NWA-150824-005A,2024,Spirodela polyrhiza,Greater duckweed,0,0,East cell,1.32,3,0
2024-LCS-NWA-150824-005A,2024,Stuckenia pectinatus,Sago pondweed,9.4,10,East cell,1.32,3,0
2024-LCS-NWA-150824-005A,2024,Najas flexilis,Slender naiad,12,14,East cell,1.32,3,0
2024-LCS-NWA-150824-005A,2024,Potamogeton pusillus,Slender pondweed,8,9,East cell,1.32,3,0
2024-LCS-NWA-150824-005A,2024,Lemna trisulca,Star duckweed,0,0,East cell,1.32,3,0
2024-LCS-NWA-150824-005A,2024,Nitellopsis obtusa,Starry stonewort,12.1,12,East cell,1.32,3,0
2024-LCS-NWA-150824-005A,2024,Nymphaea sp.,White water lily,119.8,140,East cell,1.32,3,0
2024-LCS-NWA-190824-001A,2024,Algae,Algae,0,0,East cell,0.3,1,1
2024-LCS-NWA-190824-001A,2024,Utricularia sp.,Bladderwort sp.,,,East cell,0.3,1,1
2024-LCS-NWA-190824-001A,2024,Ceratophyllum demersum,Coontail,5.5,4,East cell,0.3,1,1
2024-LCS-NWA-190824-001A,2024,Potamogeton crispus,Curly-leaved pondweed,,,East cell,0.3,1,1
2024-LCS-NWA-190824-001A,2024,Hydrocharis morsus-ranae,European frog-bit,35.7,44,East cell,0.3,1,1
2024-LCS-NWA-190824-001A,2024,Potamogeton zosteriformis,Flat-stemmed pondweed,0.1,0,East cell,0.3,1,1
2024-LCS-NWA-190824-001A,2024,Spirodela polyrhiza,Greater duckweed,0,0,East cell,0.3,1,1
2024-LCS-NWA-190824-001A,2024,Lemna minor,Lesser duckweed,0,0,East cell,0.3,1,1
2024-LCS-NWA-190824-001A,2024,Lemna trisulca,Star duckweed,0,0,East cell,0.3,1,1
2024-LCS-NWA-190824-001A,2024,Nymphaea sp.,White water lily,,,East cell,0.3,1,1
2024-LCS-NWA-190824-002A,2024,Algae,Algae,,,East cell,0.64,1,0
2024-LCS-NWA-190824-002A,2024,Elodea canadensis,Common waterweed,5.5,6,East cell,0.64,1,0
2024-LCS-NWA-190824-002A,2024,Ceratophyllum demersum,Coontail,0.8,1,East cell,0.64,1,0
2024-LCS-NWA-190824-002A,2024,Hydrocharis morsus-ranae,European frog-bit,,,East cell,0.64,1,0
2024-LCS-NWA-190824-002A,2024,Spirodela polyrhiza,Greater duckweed,,,East cell,0.64,1,0
2024-LCS-NWA-190824-002A,2024,Lemna minor,Lesser duckweed,,,East cell,0.64,1,0
2024-LCS-NWA-190824-002A,2024,Wolffia sp.,Watermeal sp.,,,East cell,0.64,1,0
2024-LCS-NWA-190824-002A,2024,Nymphaea sp.,White water lily,,,East cell,0.64,1,0
2024-LCS-NWA-190824-003A,2024,Najas minor,Brittle water nymph,14.5,16,East cell,0.43,1,0
2024-LCS-NWA-190824-003A,2024,Sparganium sp.,Burreed sp.,,,East cell,0.43,1,0
2024-LCS-NWA-190824-003A,2024,Typha sp.,Cattail sp.,,,East cell,0.43,1,0
2024-LCS-NWA-190824-003A,2024,Utricularia vulgaris,Common bladderwort,0,0,East cell,0.43,1,0
2024-LCS-NWA-190824-003A,2024,Ceratophyllum demersum,Coontail,,,East cell,0.43,1,0
2024-LCS-NWA-190824-003A,2024,Potamogeton crispus,Curly-leaved pondweed,,,East cell,0.43,1,0
2024-LCS-NWA-190824-003A,2024,Spirodela polyrhiza,Greater duckweed,,,East cell,0.43,1,0
2024-LCS-NWA-190824-003A,2024,Lemna minor,Lesser duckweed,,,East cell,0.43,1,0
2024-LCS-NWA-190824-003A,2024,Najas flexilis,Slender naiad,0.4,1,East cell,0.43,1,0
2024-LCS-NWA-190824-003A,2024,Lemna trisulca,Star duckweed,,,East cell,0.43,1,0
2024-LCS-NWA-190824-003A,2024,Nitella sp.,Stonewort sp.,16.3,14,East cell,0.43,1,0
2024-LCS-NWA-190824-003A,2024,Nymphaea sp.,White water lily,,,East cell,0.43,1,0
2024-LCS-NWA-190824-004A,2024,Utricularia vulgaris,Common bladderwort,21,22,East cell,1.01,1,0
2024-LCS-NWA-190824-004A,2024,Elodea canadensis,Common waterweed,3.3,4,East cell,1.01,1,0
2024-LCS-NWA-190824-004A,2024,Ceratophyllum demersum,Coontail,17.2,19,East cell,1.01,1,0
2024-LCS-NWA-190824-004A,2024,Hydrocharis morsus-ranae,European frog-bit,,,East cell,1.01,1,0
2024-LCS-NWA-190824-004A,2024,Spirodela polyrhiza,Greater duckweed,,,East cell,1.01,1,0
2024-LCS-NWA-190824-004A,2024,Lemna minor,Lesser duckweed,,,East cell,1.01,1,0
2024-LCS-NWA-190824-004A,2024,Unknown Submerged,Unknown Submerged,0.3,0,East cell,1.01,1,0
2024-LCS-NWA-190824-004A,2024,Nymphaea sp.,White water lily,,,East cell,1.01,1,0
2024-LCS-NWA-190824-005A,2024,Elodea canadensis,Common waterweed,0.9,1,East cell,0.92,3,0
2024-LCS-NWA-190824-005A,2024,Ceratophyllum demersum,Coontail,33.1,35,East cell,0.92,3,0
2024-LCS-NWA-190824-005A,2024,Lemna sp.,Duckweed sp.,0,0,East cell,0.92,3,0
2024-LCS-NWA-190824-005A,2024,Hydrocharis morsus-ranae,European frog-bit,,,East cell,0.92,3,0
2024-LCS-NWA-190824-005A,2024,Lemna trisulca,Star duckweed,0.5,0,East cell,0.92,3,0
2024-LCS-NWA-190824-005A,2024,Nitellopsis obtusa,Starry stonewort,172.4,180,East cell,0.92,3,0
2024-LCS-NWA-190824-005A,2024,Nymphaea sp.,White water lily,2.4,3,East cell,0.92,3,0
2024-LCS-NWA-200824-001A,2024,Utricularia sp.,Bladderwort sp.,,,East cell,0.89,2,0
2024-LCS-NWA-200824-001A,2024,Elodea canadensis,Common waterweed,77.9,80,East cell,0.89,2,0
2024-LCS-NWA-200824-001A,2024,Ceratophyllum demersum,Coontail,26.7,28,East cell,0.89,2,0
2024-LCS-NWA-200824-001A,2024,Ranunculus sp.,Crowfoot sp.,1.1,2,East cell,0.89,2,0
2024-LCS-NWA-200824-001A,2024,Hydrocharis morsus-ranae,European frog-bit,59.7,80,East cell,0.89,2,0
2024-LCS-NWA-200824-001A,2024,Potamogeton zosteriformis,Flat-stemmed pondweed,0,0,East cell,0.89,2,0
2024-LCS-NWA-200824-001A,2024,Spirodela polyrhiza,Greater duckweed,0,0,East cell,0.89,2,0
2024-LCS-NWA-200824-001A,2024,Utricularia gibba,Humped bladderwort,7.2,8,East cell,0.89,2,0
2024-LCS-NWA-200824-001A,2024,Myriophyllum sibiricum,Northern water milfoil,36.7,49,East cell,0.89,2,0
2024-LCS-NWA-200824-001A,2024,Stuckenia pectinatus,Sago pondweed,,,East cell,0.89,2,0
2024-LCS-NWA-200824-001A,2024,Potamogeton pusillus,Slender pondweed,2,2,East cell,0.89,2,0
2024-LCS-NWA-200824-001A,2024,Lemna trisulca,Star duckweed,1.1,1,East cell,0.89,2,0
2024-LCS-NWA-200824-001A,2024,Nitella sp.,Stonewort sp.,5.2,5,East cell,0.89,2,0
2024-LCS-NWA-200824-001A,2024,Wolffia sp.,Watermeal sp.,,,East cell,0.89,2,0
2024-LCS-NWA-200824-001A,2024,Nymphaea sp.,White water lily,8.2,9,East cell,0.89,2,0
2024-LCS-NWA-200824-002A,2024,Utricularia sp.,Bladderwort sp.,,,East cell,1.12,2,0
2024-LCS-NWA-200824-002A,2024,Elodea canadensis,Common waterweed,10,10,East cell,1.12,2,0
2024-LCS-NWA-200824-002A,2024,Ceratophyllum demersum,Coontail,196,200,East cell,1.12,2,0
2024-LCS-NWA-200824-002A,2024,Hydrocharis morsus-ranae,European frog-bit,0.7,1,East cell,1.12,2,0
2024-LCS-NWA-200824-002A,2024,Potamogeton zosteriformis,Flat-stemmed pondweed,0,0,East cell,1.12,2,0
2024-LCS-NWA-200824-002A,2024,Spirodela polyrhiza,Greater duckweed,0,0,East cell,1.12,2,0
2024-LCS-NWA-200824-002A,2024,Lemna minor,Lesser duckweed,0,0,East cell,1.12,2,0
2024-LCS-NWA-200824-002A,2024,Myriophyllum sp.,Milfoil sp.,11.5,13,East cell,1.12,2,0
2024-LCS-NWA-200824-002A,2024,Myriophyllum sibiricum,Northern water milfoil,95,115,East cell,1.12,2,0
2024-LCS-NWA-200824-002A,2024,Potamogeton pusillus,Slender pondweed,0.8,0,East cell,1.12,2,0
2024-LCS-NWA-200824-002A,2024,Lemna trisulca,Star duckweed,0.3,0,East cell,1.12,2,0
2024-LCS-NWA-200824-002A,2024,Nitella sp.,Stonewort sp.,,,East cell,1.12,2,0
2024-LCS-NWA-200824-002A,2024,Wolffia sp.,Watermeal sp.,,,East cell,1.12,2,0
2024-LCS-NWA-200824-002A,2024,Nymphaea sp.,White water lily,115.2,130,East cell,1.12,2,0
2024-LCS-NWA-200824-003A,2024,Utricularia vulgaris,Common bladderwort,30.2,32,East cell,1.01,3,0
2024-LCS-NWA-200824-003A,2024,Elodea canadensis,Common waterweed,164.5,165,East cell,1.01,3,0
2024-LCS-NWA-200824-003A,2024,Ceratophyllum demersum,Coontail,96.7,100,East cell,1.01,3,0
2024-LCS-NWA-200824-003A,2024,Ranunculus sp.,Crowfoot sp.,0.1,0,East cell,1.01,3,0
2024-LCS-NWA-200824-003A,2024,Hydrocharis morsus-ranae,European frog-bit,11.3,13,East cell,1.01,3,0
2024-LCS-NWA-200824-003A,2024,Potamogeton robbinsii,Fern pondweed,,,East cell,1.01,3,0
2024-LCS-NWA-200824-003A,2024,Riccia fluitans,Floating crystalwort,0,0,East cell,1.01,3,0
2024-LCS-NWA-200824-003A,2024,Spirodela polyrhiza,Greater duckweed,0,0,East cell,1.01,3,0
2024-LCS-NWA-200824-003A,2024,Utricularia gibba,Humped bladderwort,0.9,1,East cell,1.01,3,0
2024-LCS-NWA-200824-003A,2024,Lemna minor,Lesser duckweed,,,East cell,1.01,3,0
2024-LCS-NWA-200824-003A,2024,Myriophyllum sibiricum,Northern water milfoil,118.6,140,East cell,1.01,3,0
2024-LCS-NWA-200824-003A,2024,Potamogeton pusillus,Slender pondweed,13.6,13,East cell,1.01,3,0
2024-LCS-NWA-200824-003A,2024,Lemna trisulca,Star duckweed,11.4,12,East cell,1.01,3,0
2024-LCS-NWA-200824-003A,2024,Nymphaea sp.,White water lily,301,360,East cell,1.01,3,0
2024-LCS-NWA-200824-004A,2024,Utricularia sp.,Bladderwort sp.,6.7,6,East cell,0.92,3,0
2024-LCS-NWA-200824-004A,2024,Elodea canadensis,Common waterweed,77.8,75,East cell,0.92,3,0
2024-LCS-NWA-200824-004A,2024,Ceratophyllum demersum,Coontail,263.7,275,East cell,0.92,3,0
2024-LCS-NWA-200824-004A,2024,Ranunculus sp.,Crowfoot sp.,4.4,4,East cell,0.92,3,0
2024-LCS-NWA-200824-004A,2024,Myriophyllum spicatum,Eurasian water milfoil,,,East cell,0.92,3,0
2024-LCS-NWA-200824-004A,2024,Hydrocharis morsus-ranae,European frog-bit,309.1,425,East cell,0.92,3,0
2024-LCS-NWA-200824-004A,2024,Potamogeton robbinsii,Fern pondweed,,,East cell,0.92,3,0
2024-LCS-NWA-200824-004A,2024,Potamogeton zosteriformis,Flat-stemmed pondweed,5,5,East cell,0.92,3,0
2024-LCS-NWA-200824-004A,2024,Riccia fluitans,Floating crystalwort,0,0,East cell,0.92,3,0
2024-LCS-NWA-200824-004A,2024,Spirodela polyrhiza,Greater duckweed,0,0,East cell,0.92,3,0
2024-LCS-NWA-200824-004A,2024,Utricularia gibba,Humped bladderwort,0.1,0,East cell,0.92,3,0
2024-LCS-NWA-200824-004A,2024,Lemna minor,Lesser duckweed,,,East cell,0.92,3,0
2024-LCS-NWA-200824-004A,2024,Myriophyllum sibiricum,Northern water milfoil,7.6,9,East cell,0.92,3,0
2024-LCS-NWA-200824-004A,2024,Stuckenia pectinatus,Sago pondweed,5.3,6,East cell,0.92,3,0
2024-LCS-NWA-200824-004A,2024,Potamogeton pusillus,Slender pondweed,,,East cell,0.92,3,0
2024-LCS-NWA-200824-004A,2024,Lemna trisulca,Star duckweed,4.8,5,East cell,0.92,3,0
2024-LCS-NWA-200824-004A,2024,Nitella sp.,Stonewort sp.,0.1,0,East cell,0.92,3,0
2024-LCS-NWA-200824-004A,2024,Wolffia sp.,Watermeal sp.,,,East cell,0.92,3,0
2024-LCS-NWA-200824-004A,2024,Nymphaea sp.,White water lily,12.9,20,East cell,0.92,3,0
2024-LCS-NWA-200824-005A,2024,Utricularia sp.,Bladderwort sp.,0,0,East cell,0.74,3,0
2024-LCS-NWA-200824-005A,2024,Utricularia vulgaris,Common bladderwort,14.2,14,East cell,0.74,3,0
2024-LCS-NWA-200824-005A,2024,Elodea canadensis,Common waterweed,,,East cell,0.74,3,0
2024-LCS-NWA-200824-005A,2024,Ceratophyllum demersum,Coontail,310.8,320,East cell,0.74,3,0
2024-LCS-NWA-200824-005A,2024,Ranunculus sp.,Crowfoot sp.,0.2,0,East cell,0.74,3,0
2024-LCS-NWA-200824-005A,2024,Lemna sp.,Duckweed sp.,0,0,East cell,0.74,3,0
2024-LCS-NWA-200824-005A,2024,Hydrocharis morsus-ranae,European frog-bit,1.1,1,East cell,0.74,3,0
2024-LCS-NWA-200824-005A,2024,Potamogeton robbinsii,Fern pondweed,,,East cell,0.74,3,0
2024-LCS-NWA-200824-005A,2024,Potamogeton zosteriformis,Flat-stemmed pondweed,10.2,10,East cell,0.74,3,0
2024-LCS-NWA-200824-005A,2024,Spirodela polyrhiza,Greater duckweed,0,0,East cell,0.74,3,0
2024-LCS-NWA-200824-005A,2024,Utricularia gibba,Humped bladderwort,0,0,East cell,0.74,3,0
2024-LCS-NWA-200824-005A,2024,Lemna minor,Lesser duckweed,,,East cell,0.74,3,0
2024-LCS-NWA-200824-005A,2024,Myriophyllum sibiricum,Northern water milfoil,0.1,0,East cell,0.74,3,0
2024-LCS-NWA-200824-005A,2024,Lemna trisulca,Star duckweed,3.8,4,East cell,0.74,3,0
2024-LCS-NWA-200824-005A,2024,Wolffia sp.,Watermeal sp.,,,East cell,0.74,3,0
2024-LCS-NWA-200824-005A,2024,Nymphaea sp.,White water lily,55.3,70,East cell,0.74,3,0
2024-LCS-NWA-030924-001A,2024,Typha sp.,Cattail sp.,,,West cell,1,2,0
2024-LCS-NWA-030924-001A,2024,Ceratophyllum demersum,Coontail,45.6,48,West cell,1,2,0
2024-LCS-NWA-030924-001A,2024,Hydrocharis morsus-ranae,European frog-bit,130.5,170,West cell,1,2,0
2024-LCS-NWA-030924-001A,2024,Spirodela polyrhiza,Greater duckweed,0,0,West cell,1,2,0
2024-LCS-NWA-030924-001A,2024,Lemna minor,Lesser duckweed,0,0,West cell,1,2,0
2024-LCS-NWA-030924-001A,2024,Lemna trisulca,Star duckweed,0.3,0,West cell,1,2,0
2024-LCS-NWA-030924-001A,2024,Wolffia sp.,Watermeal sp.,0,0,West cell,1,2,0
2024-LCS-NWA-030924-001A,2024,Nymphaea sp.,White water lily,105.6,125,West cell,1,2,0
2024-LCS-NWA-030924-002A,2024,Algae,Algae,0,0,West cell,0.95,1,1
2024-LCS-NWA-030924-002A,2024,Ceratophyllum demersum,Coontail,31.9,35,West cell,0.95,1,1
2024-LCS-NWA-030924-002A,2024,Hydrocharis morsus-ranae,European frog-bit,113.2,150,West cell,0.95,1,1
2024-LCS-NWA-030924-002A,2024,Spirodela polyrhiza,Greater duckweed,0,0,West cell,0.95,1,1
2024-LCS-NWA-030924-002A,2024,Lemna minor,Lesser duckweed,0,0,West cell,0.95,1,1
2024-LCS-NWA-030924-002A,2024,Lemna trisulca,Star duckweed,0.7,2,West cell,0.95,1,1
2024-LCS-NWA-030924-002A,2024,Wolffia sp.,Watermeal sp.,,,West cell,0.95,1,1
2024-LCS-NWA-030924-002A,2024,Nymphaea sp.,White water lily,142.9,180,West cell,0.95,1,1
2024-LCS-NWA-030924-003A,2024,Algae,Algae,0,0,West cell,0.85,1,0
2024-LCS-NWA-030924-003A,2024,Nelumbo lutea,American lotus,,,West cell,0.85,1,0
2024-LCS-NWA-030924-003A,2024,Ceratophyllum demersum,Coontail,15.3,16,West cell,0.85,1,0
2024-LCS-NWA-030924-003A,2024,Hydrocharis morsus-ranae,European frog-bit,,,West cell,0.85,1,0
2024-LCS-NWA-030924-003A,2024,Spirodela polyrhiza,Greater duckweed,0,0,West cell,0.85,1,0
2024-LCS-NWA-030924-003A,2024,Lemna minor,Lesser duckweed,0,0,West cell,0.85,1,0
2024-LCS-NWA-030924-003A,2024,Lemna trisulca,Star duckweed,0,0,West cell,0.85,1,0
2024-LCS-NWA-030924-003A,2024,Wolffia sp.,Watermeal sp.,0,0,West cell,0.85,1,0
2024-LCS-NWA-030924-003A,2024,Nymphaea sp.,White water lily,1,1,West cell,0.85,1,0
2024-LCS-NWA-030924-004A,2024,Najas minor,Brittle water nymph,52.7,55,West cell,0.8,3,0
2024-LCS-NWA-030924-004A,2024,Schoenplectus sp.,Bulrush sp.,,,West cell,0.8,3,0
2024-LCS-NWA-030924-004A,2024,Elodea canadensis,Common waterweed,0.1,0,West cell,0.8,3,0
2024-LCS-NWA-030924-004A,2024,Ceratophyllum demersum,Coontail,388.7,385,West cell,0.8,3,0
2024-LCS-NWA-030924-004A,2024,Hydrocharis morsus-ranae,European frog-bit,,,West cell,0.8,3,0
2024-LCS-NWA-030924-004A,2024,Potamogeton zosteriformis,Flat-stemmed pondweed,2.9,3,West cell,0.8,3,0
2024-LCS-NWA-030924-004A,2024,Spirodela polyrhiza,Greater duckweed,,,West cell,0.8,3,0
2024-LCS-NWA-030924-004A,2024,Lemna minor,Lesser duckweed,0,0,West cell,0.8,3,0
2024-LCS-NWA-030924-004A,2024,Stuckenia pectinatus,Sago pondweed,,,West cell,0.8,3,0
2024-LCS-NWA-030924-004A,2024,Potamogeton pusillus,Slender pondweed,1.5,1,West cell,0.8,3,0
2024-LCS-NWA-030924-004A,2024,Lemna trisulca,Star duckweed,0.3,0,West cell,0.8,3,0
2024-LCS-NWA-030924-004A,2024,Nitellopsis obtusa,Starry stonewort,0.2,0,West cell,0.8,3,0
2024-LCS-NWA-030924-004A,2024,Wolffia sp.,Watermeal sp.,,,West cell,0.8,3,0
2024-LCS-NWA-030924-004A,2024,Nymphaea sp.,White water lily,,,West cell,0.8,3,0
2024-LCS-NWA-030924-005A,2024,Nelumbo lutea,American lotus,,,West cell,0.6,2,1
2024-LCS-NWA-030924-005A,2024,Najas minor,Brittle water nymph,5.2,6,West cell,0.6,2,1
2024-LCS-NWA-030924-005A,2024,Ceratophyllum demersum,Coontail,31,33,West cell,0.6,2,1
2024-LCS-NWA-030924-005A,2024,Hydrocharis morsus-ranae,European frog-bit,0,0,West cell,0.6,2,1
2024-LCS-NWA-030924-005A,2024,Potamogeton zosteriformis,Flat-stemmed pondweed,0.1,0,West cell,0.6,2,1
2024-LCS-NWA-030924-005A,2024,Spirodela polyrhiza,Greater duckweed,0,0,West cell,0.6,2,1
2024-LCS-NWA-030924-005A,2024,Lemna minor,Lesser duckweed,,,West cell,0.6,2,1
2024-LCS-NWA-030924-005A,2024,Lemna trisulca,Star duckweed,0,0,West cell,0.6,2,1
2024-LCS-NWA-030924-005A,2024,Nitellopsis obtusa,Starry stonewort,50,50,West cell,0.6,2,1
2024-LCS-NWA-030924-005A,2024,Wolffia sp.,Watermeal sp.,,,West cell,0.6,2,1
2024-LCS-NWA-030924-005A,2024,Nymphaea sp.,White water lily,46.5,55,West cell,0.6,2,1
2024-LCS-NWA-040924-001A,2024,Algae,Algae,0,0,West cell,0.91,1,1
2024-LCS-NWA-040924-001A,2024,Utricularia sp.,Bladderwort sp.,,,West cell,0.91,1,1
2024-LCS-NWA-040924-001A,2024,Ceratophyllum demersum,Coontail,,,West cell,0.91,1,1
2024-LCS-NWA-040924-001A,2024,Hydrocharis morsus-ranae,European frog-bit,37.8,50,West cell,0.91,1,1
2024-LCS-NWA-040924-001A,2024,Spirodela polyrhiza,Greater duckweed,0,0,West cell,0.91,1,1
2024-LCS-NWA-040924-001A,2024,Lemna minor,Lesser duckweed,0,0,West cell,0.91,1,1
2024-LCS-NWA-040924-001A,2024,Wolffia sp.,Watermeal sp.,,,West cell,0.91,1,1
2024-LCS-NWA-040924-001A,2024,Nymphaea sp.,White water lily,,,West cell,0.91,1,1
2024-LCS-NWA-040924-002A,2024,Utricularia sp.,Bladderwort sp.,,,West cell,0.47,2,0
2024-LCS-NWA-040924-002A,2024,Ceratophyllum demersum,Coontail,20.8,19,West cell,0.47,2,0
2024-LCS-NWA-040924-002A,2024,Hydrocharis morsus-ranae,European frog-bit,70.7,100,West cell,0.47,2,0
2024-LCS-NWA-040924-002A,2024,Riccia fluitans,Floating crystalwort,0,0,West cell,0.47,2,0
2024-LCS-NWA-040924-002A,2024,Spirodela polyrhiza,Greater duckweed,0,0,West cell,0.47,2,0
2024-LCS-NWA-040924-002A,2024,Lemna minor,Lesser duckweed,0,0,West cell,0.47,2,0
2024-LCS-NWA-040924-002A,2024,Lemna trisulca,Star duckweed,1.1,2,West cell,0.47,2,0
2024-LCS-NWA-040924-002A,2024,Wolffia sp.,Watermeal sp.,,,West cell,0.47,2,0
2024-LCS-NWA-040924-002A,2024,Nymphaea sp.,White water lily,24.1,80,West cell,0.47,2,0
2024-LCS-NWA-040924-003A,2024,Najas minor,Brittle water nymph,0,0,West cell,0.85,2,0
2024-LCS-NWA-040924-003A,2024,Elodea canadensis,Common waterweed,,,West cell,0.85,2,0
2024-LCS-NWA-040924-003A,2024,Ceratophyllum demersum,Coontail,73.1,75,West cell,0.85,2,0
2024-LCS-NWA-040924-003A,2024,Hydrocharis morsus-ranae,European frog-bit,0,0,West cell,0.85,2,0
2024-LCS-NWA-040924-003A,2024,Potamogeton zosteriformis,Flat-stemmed pondweed,0.1,0,West cell,0.85,2,0
2024-LCS-NWA-040924-003A,2024,Spirodela polyrhiza,Greater duckweed,0,0,West cell,0.85,2,0
2024-LCS-NWA-040924-003A,2024,Lemna minor,Lesser duckweed,,,West cell,0.85,2,0
2024-LCS-NWA-040924-003A,2024,Lemna trisulca,Star duckweed,0.2,0,West cell,0.85,2,0
2024-LCS-NWA-040924-003A,2024,Nitella sp.,Stonewort sp.,,,West cell,0.85,2,0
2024-LCS-NWA-040924-003A,2024,Wolffia sp.,Watermeal sp.,,,West cell,0.85,2,0
2024-LCS-NWA-040924-003A,2024,Nymphaea sp.,White water lily,133.9,150,West cell,0.85,2,0
2024-LCS-NWA-210824-001A,2024,Elodea canadensis,Common waterweed,,,West cell,0.9,0,0
2024-LCS-NWA-210824-001A,2024,Myriophyllum spicatum,Eurasian water milfoil,,,West cell,0.9,0,0
2024-LCS-NWA-210824-001A,2024,Hydrocharis morsus-ranae,European frog-bit,,,West cell,0.9,0,0
2024-LCS-NWA-210824-001A,2024,Spirodela polyrhiza,Greater duckweed,,,West cell,0.9,0,0
2024-LCS-NWA-210824-001A,2024,Lemna minor,Lesser duckweed,,,West cell,0.9,0,0
2024-LCS-NWA-210824-001A,2024,Wolffia sp.,Watermeal sp.,,,West cell,0.9,0,0
2024-LCS-NWA-210824-001A,2024,Nymphaea sp.,White water lily,,,West cell,0.9,0,0
2024-LCS-NWA-210824-002A,2024,Ceratophyllum demersum,Coontail,1.7,2,West cell,0.86,1,1
2024-LCS-NWA-210824-002A,2024,Hydrocharis morsus-ranae,European frog-bit,,,West cell,0.86,1,1
2024-LCS-NWA-210824-002A,2024,Spirodela polyrhiza,Greater duckweed,0,0,West cell,0.86,1,1
2024-LCS-NWA-210824-002A,2024,Lemna minor,Lesser duckweed,0,0,West cell,0.86,1,1
2024-LCS-NWA-210824-002A,2024,Stuckenia pectinatus,Sago pondweed,,,West cell,0.86,1,1
2024-LCS-NWA-210824-002A,2024,Lemna trisulca,Star duckweed,,,West cell,0.86,1,1
2024-LCS-NWA-210824-002A,2024,Wolffia sp.,Watermeal sp.,0,0,West cell,0.86,1,1
2024-LCS-NWA-210824-002A,2024,Nymphaea sp.,White water lily,,,West cell,0.86,1,1
2024-LCS-NWA-210824-003A,2024,Elodea canadensis,Common waterweed,0.9,1,West cell,1.01,2,0
2024-LCS-NWA-210824-003A,2024,Ceratophyllum demersum,Coontail,93.1,95,West cell,1.01,2,0
2024-LCS-NWA-210824-003A,2024,Spirodela polyrhiza,Greater duckweed,0,0,West cell,1.01,2,0
2024-LCS-NWA-210824-003A,2024,Lemna minor,Lesser duckweed,0,0,West cell,1.01,2,0
2024-LCS-NWA-210824-003A,2024,Stuckenia pectinatus,Sago pondweed,,,West cell,1.01,2,0
2024-LCS-NWA-210824-003A,2024,Potamogeton pusillus,Slender pondweed,1.1,1,West cell,1.01,2,0
2024-LCS-NWA-210824-003A,2024,Lemna trisulca,Star duckweed,1,1,West cell,1.01,2,0
2024-LCS-NWA-210824-003A,2024,Wolffia sp.,Watermeal sp.,,,West cell,1.01,2,0
2024-LCS-NWA-210824-003A,2024,Nymphaea sp.,White water lily,,,West cell,1.01,2,0
2024-LCS-NWA-210824-004A,2024,Utricularia sp.,Bladderwort sp.,,,West cell,0.87,1,0
2024-LCS-NWA-210824-004A,2024,Ceratophyllum demersum,Coontail,7.5,8,West cell,0.87,1,0
2024-LCS-NWA-210824-004A,2024,Hydrocharis morsus-ranae,European frog-bit,5.5,7,West cell,0.87,1,0
2024-LCS-NWA-210824-004A,2024,Potamogeton zosteriformis,Flat-stemmed pondweed,,,West cell,0.87,1,0
2024-LCS-NWA-210824-004A,2024,Spirodela polyrhiza,Greater duckweed,0,0,West cell,0.87,1,0
2024-LCS-NWA-210824-004A,2024,Lemna minor,Lesser duckweed,0,0,West cell,0.87,1,0
2024-LCS-NWA-210824-004A,2024,Stuckenia pectinatus,Sago pondweed,0.1,0,West cell,0.87,1,0
2024-LCS-NWA-210824-004A,2024,Lemna trisulca,Star duckweed,0.4,0,West cell,0.87,1,0
2024-LCS-NWA-210824-004A,2024,Wolffia sp.,Watermeal sp.,,,West cell,0.87,1,0
2024-LCS-NWA-210824-004A,2024,Nymphaea sp.,White water lily,20.6,24,West cell,0.87,1,0
2024-LCS-NWA-210824-005A,2024,Nelumbo lutea,American lotus,,,West cell,0.85,1,0
2024-LCS-NWA-210824-005A,2024,Utricularia sp.,Bladderwort sp.,,,West cell,0.85,1,0
2024-LCS-NWA-210824-005A,2024,Ceratophyllum demersum,Coontail,23.3,24,West cell,0.85,1,0
2024-LCS-NWA-210824-005A,2024,Hydrocharis morsus-ranae,European frog-bit,,,West cell,0.85,1,0
2024-LCS-NWA-210824-005A,2024,Spirodela polyrhiza,Greater duckweed,,,West cell,0.85,1,0
2024-LCS-NWA-210824-005A,2024,Lemna minor,Lesser duckweed,,,West cell,0.85,1,0
2024-LCS-NWA-210824-005A,2024,Lemna trisulca,Star duckweed,0,0,West cell,0.85,1,0
2024-LCS-NWA-210824-005A,2024,Wolffia sp.,Watermeal sp.,,,West cell,0.85,1,0
2024-LCS-NWA-210824-005A,2024,Nymphaea sp.,White water lily,,,West cell,0.85,1,0
2024-LCS-NWA-220824-001A,2024,Utricularia sp.,Bladderwort sp.,,,West cell,0.69,1,0
2024-LCS-NWA-220824-001A,2024,Elodea canadensis,Common waterweed,0,0,West cell,0.69,1,0
2024-LCS-NWA-220824-001A,2024,Ceratophyllum demersum,Coontail,37.4,38,West cell,0.69,1,0
2024-LCS-NWA-220824-001A,2024,Hydrocharis morsus-ranae,European frog-bit,,,West cell,0.69,1,0
2024-LCS-NWA-220824-001A,2024,Spirodela polyrhiza,Greater duckweed,0,0,West cell,0.69,1,0
